GRANDES	PROPN	grand
terres	NOUN	terre
,	PUNCT	,
bois	NOUN	bois
,	PUNCT	,
marez	VERB	marier
,	PUNCT	,
rivieres	NOUN	riviere
,	PUNCT	,
seigneuries	NOUN	seigneurie
,	PUNCT	,
advoesons	NOUN	avoir
d'	ADP	de
eglises	NOUN	église
et	CCONJ	et
toutes	DET	tout
autres	PRON	autre
appartenances	NOUN	appartenir
et	CCONJ	et
lieux	NOUN	lieu
,	PUNCT	,
entregisanz	VERB	entresgongier
dedenz	ADP	dedenz
les	DET	le
mectes	NOUN	mettre
et	CCONJ	et
bondes	NOUN	bon
qui	PRON	qui
s'	DET	soi
ensuivent	VERB	ensuivre
:	PUNCT	:
c'	CCONJ	ce
est	VERB	estre
asavoir	VERB	assavoir
de	ADP	de
Calays	PROPN	calais
jusques	ADP	jusque
au	ADP.DET	a.le
fil	NOUN	fil
de	ADP	de
la	DET	le
riviere	NOUN	riviere
par	ADP	par
devant	ADP	devant
Gravelingues	PROPN	gravaingle
,	PUNCT	,
et	CCONJ	et
aussi	ADV	aussi
par	ADP	par
le	DET	le
fil	NOUN	fil
de	ADP	de
mesme	ADJ	même
la	DET	le
riviere	NOUN	riviere
tout	DET	tout
entour	ADP	entour
l'	DET	le
Angle	NOUN	ange
,	PUNCT	,
et	CCONJ	et
aussi	ADV	aussi
par	ADP	par
la	DET	le
riviere	NOUN	riviere
qui	PRON	qui
va	VERB	aler
par	ADP	par
delà	ADP	de.le
Poil	PROPN	peilli
,	PUNCT	,
et	CCONJ	et
par	ADP	par
meisme	ADJ	même
la	DET	le
riviere	NOUN	riviere
,	PUNCT	,
qui	PRON	qui
chiet	VERB	chëoir
ou	CCONJ	ou
grant	ADJ	grant
lay	NOUN	lai
de	ADP	de
Guynes	PROPN	guimet
,	PUNCT	,
jusques	ADP	jusque
à	ADP	à
Fretin	PROPN	fretin
,	PUNCT	,
et	CCONJ	et
d'	ADP	de
ilec	ADV	illuec
par	ADP	par
la	DET	le
valée	NOUN	valeté
entour	ADP	entour
la	DET	le
montaigne	NOUN	montagne
de	ADP	de
Calkuli	PROPN	callubir
,	PUNCT	,
encloant	VERB	enclore
mesmes	ADJ	même
la	DET	le
montaigne	NOUN	montagne
,	PUNCT	,
et	CCONJ	et
aussi	ADV	aussi
jusques	ADP	jusque
à	ADP	à
la	DET	le
mer	NOUN	mer
,	PUNCT	,
avec	ADP	avec
Sangate	NOUN	sangte
et	CCONJ	et
toutes	DET	tout
les	DET	le
appartenances	NOUN	appartenir
;	PUNCT	;
le	DET	le
chastel	NOUN	chastel
et	CCONJ	et
la	DET	le
ville	NOUN	ville
et	CCONJ	et
tout	DET	tout
entierement	ADV	entièrement
la	DET	le
conté	VERB	conter
de	ADP	de
Guynes	PROPN	guimet
,	PUNCT	,
avec	ADP	avec
toutes	DET	tout
les	DET	le
terres	NOUN	terre
,	PUNCT	,
villes	NOUN	ville
,	PUNCT	,
chasteaux	NOUN	château
,	PUNCT	,
forteresses	NOUN	forteresse
,	PUNCT	,
lieux	NOUN	lieu
,	PUNCT	,
hommes	NOUN	homme
,	PUNCT	,
hommaiges	NOUN	hommage
,	PUNCT	,
seigneuries	NOUN	seigneurie
,	PUNCT	,
bois	NOUN	bois
,	PUNCT	,
forestz	NOUN	forest
,	PUNCT	,
droitures	NOUN	droiture
d'	ADP	de
icelles	DET	cil
,	PUNCT	,
aussi	ADV	aussi
entierement	ADV	entièrement
comme	SCONJ	comme
le	DET	le
conte	NOUN	comte
de	ADP	de
Guynes	PROPN	guimet
,	PUNCT	,
derrain	ADP	derrain
mort	NOUN	mort
,	PUNCT	,
les	DET	le
tint	VERB	tenir
au	ADP.DET	a.le
temps	NOUN	temps
qu'	SCONJ	que
il	PRON	il
ala	VERB	aler
de	ADP	de
vie	NOUN	vie
à	ADP	à
trespassement	NOUN	trespassement
;	PUNCT	;
et	CCONJ	et
obeiront	VERB	oberdie
les	DET	le
eglises	NOUN	église
et	CCONJ	et
les	DET	le
bonnes	ADJ	bon
gens	NOUN	gens
,	PUNCT	,
estans	NOUN	être
dedenz	ADP	dedenz
les	DET	le
limitacions	NOUN	limation
du	ADP.DET	de.le
dit	VERB	dire
conté	VERB	conter
de	ADP	de
Guynes	PROPN	guimet
,	PUNCT	,
de	ADP	de
Calais	PROPN	calais
et	CCONJ	et
de	ADP	de
Merk	X	merc
et	CCONJ	et
des	ADP.DET	de.le
autres	PRON	autre
lieux	NOUN	lieu
dessus	ADV	dessus
diz	NOUN	dire
,	PUNCT	,
à	ADP	à
nous	PRON	nous
,	PUNCT	,
aussi	ADV	aussi
comme	SCONJ	comme
ilz	PRON	il
obeissoient	VERB	obéir
à	ADP	à
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
et	CCONJ	et
au	ADP.DET	a.le
conte	NOUN	comte
de	ADP	de
Guynes	PROPN	guimet
,	PUNCT	,
qui	PRON	qui
fu	VERB	estre
pour	ADP	pour
le	DET	le
temps	NOUN	temps
;	PUNCT	;
toutes	DET	tout
lesquelles	DET	lequel
choses	NOUN	chose
,	PUNCT	,
comprises	NOUN	comprestion
en	ADP	en
ce	PRON	ce
present	NOUN	présent
article	NOUN	article
et	CCONJ	et
en	ADP	en
l'	DET	le
article	NOUN	article
prochain	NOUN	prochain
precedent	VERB	prédecent
de	ADP	de
Merk	X	merc
et	CCONJ	et
de	ADP	de
Calais	PROPN	calais
,	PUNCT	,
nous	PRON	nous
tendrons	NOUN	tendre
en	ADP	en
demaine	NOUN	demaine
,	PUNCT	,
excepté	NOUN	excepter
les	DET	le
heritages	NOUN	hertière
des	ADP.DET	de.le
eglises	NOUN	église
,	PUNCT	,
qui	PRON	qui
demourront	VERB	demeurer
aux	ADP.DET	à.le
dictes	VERB	dire
eglises	NOUN	église
entierement	ADV	entièrement
,	PUNCT	,
quelque	DET	quelque
part	NOUN	part
qu'	SCONJ	que
ilz	PRON	il
soient	VERB	estre
assis	VERB	asseoir
,	PUNCT	,
et	CCONJ	et
aussi	ADV	aussi
excepté	NOUN	excepter
les	DET	le
heritages	NOUN	hertière
des	ADP.DET	de.le
autres	PRON	autre
genz	NOUN	gent
des	ADP.DET	de.le
pays	NOUN	pays
de	ADP	de
Merk	X	merc
et	CCONJ	et
de	ADP	de
Calais	PROPN	calais
,	PUNCT	,
assis	VERB	asseoir
hors	ADV	hors
de	ADP	de
la	DET	le
ville	NOUN	ville
de	ADP	de
Calais	PROPN	calais
,	PUNCT	,
jusques	ADP	jusque
à	ADP	à
la	DET	le
value	NOUN	valoir
de	ADP	de
cent	DET	cent
livrées	VERB	livrer
de	ADP	de
terre	NOUN	terre
par	ADP	par
an	ADP	en
,	PUNCT	,
de	ADP	de
la	DET	le
monnoie	NOUN	monnaie
courant	VERB	courant
au	ADP.DET	a.le
pays	NOUN	pays
et	CCONJ	et
au	ADP.DET	a.le
dessoubz	ADP	dessous
,	PUNCT	,
lesquiex	NOUN	lequel
heritages	NOUN	hertière
leur	DET	leur
demourront	VERB	demeurer
jusques	ADP	jusque
à	ADP	à
la	DET	le
value	NOUN	valoir
dessus	ADV	dessus
dite	VERB	dire
et	CCONJ	et
au	ADP.DET	a.le
dessoubz	ADP	dessous
;	PUNCT	;
mais	NOUN	mais
les	DET	le
habitacions	NOUN	habitacle
et	CCONJ	et
heritages	NOUN	hertière
assis	VERB	asseoir
en	ADP	en
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
de	ADP	de
Calais	PROPN	calais
,	PUNCT	,
avec	ADP	avec
leurs	DET	leur
appartenances	NOUN	appartenir
,	PUNCT	,
demourront	VERB	demeurer
en	ADP	en
demaine	NOUN	demaine
à	ADP	à
nous	PRON	nous
pour	ADP	pour
en	ADP	en
ordener	VERB	ordrende
à	ADP	à
nostre	DET	notre
volenté	NOUN	volenté
,	PUNCT	,
et	CCONJ	et
aussi	ADV	aussi
demourront	VERB	demeurer
aus	PRON	il
habitans	NOUN	habitant
,	PUNCT	,
en	ADP	en
la	DET	le
terre	NOUN	terre
,	PUNCT	,
ville	NOUN	ville
et	CCONJ	et
conté	VERB	conter
de	ADP	de
Guynes	PROPN	guimet
,	PUNCT	,
toutes	DET	tout
leurs	DET	leur
demaines	NOUN	demaine
entierement	ADV	entièrement
et	CCONJ	et
revendront	VERB	revenir
plainement	ADV	plainement
,	PUNCT	,
sauf	ADJ	sauf
ce	PRON	ce
que	SCONJ	que
est	VERB	estre
dit	VERB	dire
par	ADP	par
avant	ADV	avant
des	ADP.DET	de.le
confrontacions	NOUN	confordre
,	PUNCT	,
mectes	NOUN	mettre
et	CCONJ	et
bondes	NOUN	bon
dessus	ADV	dessus
dites	VERB	dire
,	PUNCT	,
en	ADP	en
l'	DET	le
article	NOUN	article
de	ADP	de
Calais	PROPN	calais
,	PUNCT	,
et	CCONJ	et
toutes	DET	tout
les	DET	le
isles	NOUN	isle
adjacens	NOUN	adcacer
aux	ADP.DET	à.le
villes	NOUN	ville
,	PUNCT	,
pays	NOUN	pays
et	CCONJ	et
lieux	NOUN	lieu
avant	ADV	avant
nommez	VERB	nommer
,	PUNCT	,
ensemble	ADV	ensemble
avec	ADP	avec
toutes	DET	tout
les	DET	le
autres	PRON	autre
isles	NOUN	isle
,	PUNCT	,
lesquelles	DET	lequel
nous	PRON	nous
tenrons	NOUN	tenir
ou	CCONJ	ou
temps	NOUN	temps
du	ADP.DET	de.le
dit	VERB	dire
tractié	VERB	trathité
;	PUNCT	;
Et	CCONJ	et
eust	VERB	avoir
esté	VERB	être
pourparlé	VERB	pourpelarter
que	SCONJ	que
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
et	CCONJ	et
son	DET	son
ainsné	VERB	ainzné
filz	NOUN	fil
renonçassent	VERB	rançoner
as	VERB	a.le
ressors	NOUN	restre
et	CCONJ	et
souverainetez	NOUN	souveraite
et	CCONJ	et
à	ADP	à
tout	DET	tout
droit	ADJ	droit
qu'	SCONJ	que
ilz	PRON	il
pourroient	VERB	pouvoir
avoir	VERB	avoir
en	ADP	en
toutes	DET	tout
les	DET	le
choses	NOUN	chose
dessus	ADV	dessus
dites	VERB	dire
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
nous	PRON	nous
les	DET	le
tenissons	NOUN	tension
comme	SCONJ	comme
voisin	NOUN	aler
,	PUNCT	,
sanz	ADP	sans
ressort	NOUN	restros
et	CCONJ	et
souveraineté	ADJ	souverainte
de	ADP	de
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
,	PUNCT	,
ou	CCONJ	ou
dit	VERB	dire
royaume	NOUN	royaume
de	ADP	de
France	PROPN	france
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
tout	DET	tout
le	DET	le
droit	ADJ	droit
que	SCONJ	que
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
avoit	VERB	avoir
es	ADP.DET	en.le
choses	NOUN	chose
dessus	ADV	dessus
dites	VERB	dire
,	PUNCT	,
il	PRON	il
nous	PRON	nous
cedast	VERB	cedar
et	CCONJ	et
transportast	VERB	trenchantrer
perpetuelment	NOUN	perpétuement
et	CCONJ	et
à	ADP	à
tousjours	ADV	toujours
;	PUNCT	;
et	CCONJ	et
aussi	ADV	aussi
eust	VERB	avoir
esté	VERB	être
pourparlé	VERB	pourpelarter
que	SCONJ	que
semblablement	ADV	semblablement
nous	PRON	nous
et	CCONJ	et
nostre	DET	notre
dit	VERB	dire
filz	NOUN	fil
renoncissons	NOUN	rançon
expressement	NOUN	expressement
à	ADP	à
toutes	DET	tout
les	DET	le
choses	NOUN	chose
qui	PRON	qui
ne	ADV	ne
doivent	VERB	devoir
estre	VERB	estre
bailliées	NOUN	bailler
ou	CCONJ	ou
demourer	VERB	demeurer
à	ADP	à
nous	PRON	nous
par	ADP	par
le	DET	le
dit	VERB	dire
traictié	VERB	traité
,	PUNCT	,
et	CCONJ	et
par	ADP	par
especial	ADJ	espécial
ou	CCONJ	ou
nom	DET	nom
et	CCONJ	et
au	ADP.DET	a.le
droit	ADJ	droit
de	ADP	de
la	DET	le
couronne	NOUN	couronne
et	CCONJ	et
du	ADP.DET	de.le
royaume	NOUN	royaume
de	ADP	de
France	PROPN	france
,	PUNCT	,
à	ADP	à
hommaige	NOUN	hommage
,	PUNCT	,
souveraineté	ADJ	souverainte
et	CCONJ	et
demaine	NOUN	demaine
du	ADP.DET	de.le
duchié	NOUN	duché
de	ADP	de
Normandie	PROPN	normandie
,	PUNCT	,
du	ADP.DET	de.le
duchié	NOUN	duché
de	ADP	de
Touraine	PROPN	tourene
,	PUNCT	,
des	ADP.DET	de.le
contez	VERB	conter
d'	ADP	de
Anjou	ADP	anjou
et	CCONJ	et
du	ADP.DET	de.le
Maine	ADJ	maine
,	PUNCT	,
et	CCONJ	et
souveraineté	ADJ	souverainte
et	CCONJ	et
homage	NOUN	hommage
du	ADP.DET	de.le
duchié	NOUN	duché
de	ADP	de
Bretaigne	PROPN	bretagne
,	PUNCT	,
à	ADP	à
la	DET	le
souverainneté	ADJ	souverainte
et	CCONJ	et
hommaige	NOUN	hommage
du	ADP.DET	de.le
conté	VERB	conter
et	CCONJ	et
pays	NOUN	pays
de	ADP	de
Flandres	PROPN	flandres
,	PUNCT	,
et	CCONJ	et
à	ADP	à
toutes	DET	tout
autres	PRON	autre
demandes	NOUN	demander
que	SCONJ	que
nouz	PRON	notre
faisons	NOUN	faire
et	CCONJ	et
faire	VERB	faire
pourrions	NOUN	pouvoir
pour	ADP	pour
quelque	DET	quelque
cause	NOUN	cause
que	SCONJ	que
ce	PRON	ce
soit	VERB	estre
,	PUNCT	,
excepté	NOUN	excepter
les	DET	le
choses	NOUN	chose
dessus	ADV	dessus
dites	VERB	dire
,	PUNCT	,
qui	PRON	qui
doivent	VERB	devoir
demourer	VERB	demeurer
et	CCONJ	et
estre	VERB	estre
bailliées	NOUN	bailler
à	ADP	à
nous	PRON	nous
et	CCONJ	et
à	ADP	à
noz	DET	notre
hoirs	NOUN	hoir
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
nous	PRON	nous
leur	DET	leur
transportissions	NOUN	traponnaltre
,	PUNCT	,
cessissons	NOUN	cessin
et	CCONJ	et
delaississions	NOUN	délaissier
tout	DET	tout
le	DET	le
droit	ADJ	droit
que	SCONJ	que
nous	PRON	nous
pourrions	NOUN	pouvoir
avoir	VERB	avoir
en	ADP	en
toutes	DET	tout
les	DET	le
choses	NOUN	chose
,	PUNCT	,
qui	PRON	qui
à	ADP	à
nous	PRON	nous
ne	ADV	ne
doivent	VERB	devoir
estre	VERB	estre
bailliées	NOUN	bailler
.	PUNCT	.
Sur	ADP	sur
lesquelles	DET	lequel
choses	NOUN	chose
,	PUNCT	,
après	ADV	après
pluseurs	DET	plusieurs
altercations	NOUN	auter-batin
eues	NOUN	avoir
sur	ADP	sur
ce	PRON	ce
,	PUNCT	,
et	CCONJ	et
par	ADP	par
especial	ADJ	espécial
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
les	DET	le
dictes	VERB	dire
renonciacions	NOUN	rancondion
ne	ADV	ne
se	PRON	se
font	VERB	faire
pas	NOUN	pas
de	ADP	de
present	NOUN	présent
,	PUNCT	,
avons	VERB	avoir
finablement	NOUN	finablement
accordé	VERB	accorder
avec	ADP	avec
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
,	PUNCT	,
par	ADP	par
la	DET	le
maniere	NOUN	manière
qui	PRON	qui
s'	DET	soi
ensuit	VERB	ensuit
:	PUNCT	:
C'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
que	SCONJ	que
nous	PRON	nous
et	CCONJ	et
nostre	DET	notre
dit	VERB	dire
ainsné	VERB	ainzné
filz	NOUN	fil
renoncerons	NOUN	ranconer
,	PUNCT	,
et	CCONJ	et
ferons	NOUN	faire
et	CCONJ	et
avons	VERB	avoir
promis	VERB	prometre
à	ADP	à
faire	VERB	faire
les	DET	le
renonciacions	NOUN	rancondion
,	PUNCT	,
transpors	NOUN	transpor
,	PUNCT	,
cessions	NOUN	cessinon
et	CCONJ	et
delaissemens	NOUN	délaisser
dessus	ADV	dessus
diz	NOUN	dire
,	PUNCT	,
quant	SCONJ	cant
et	CCONJ	et
si	ADV	si
tost	DET	tost
que	SCONJ	que
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
aura	VERB	avoir
baillié	VERB	baillier
à	ADP	à
nous	PRON	nous
ou	CCONJ	ou
à	ADP	à
noz	DET	notre
gens	NOUN	gens
,	PUNCT	,
especialment	NOUN	espécialmement
de	ADP	de
par	ADP	par
nous	PRON	nous
deputez	VERB	députer
,	PUNCT	,
la	DET	le
cité	NOUN	cité
et	CCONJ	et
le	DET	le
chastel	NOUN	chastel
de	ADP	de
Poitiers	NOUN	poitiers
,	PUNCT	,
et	CCONJ	et
toute	DET	tout
la	DET	le
terre	NOUN	terre
et	CCONJ	et
le	DET	le
pays	NOUN	pays
de	ADP	de
Poitou	PROPN	poitou
,	PUNCT	,
ensemble	ADV	ensemble
le	DET	le
fyé	NOUN	fief
de	ADP	de
Thouart	PROPN	thouaure
et	CCONJ	et
la	DET	le
terre	NOUN	terre
de	ADP	de
Belleville	PROPN	belleail
;	PUNCT	;
la	DET	le
cité	NOUN	cité
et	CCONJ	et
le	DET	le
chastel	NOUN	chastel
d'	ADP	de
Agen	PROPN	agen
,	PUNCT	,
et	CCONJ	et
toute	DET	tout
la	DET	le
terre	NOUN	terre
et	CCONJ	et
le	DET	le
pays	NOUN	pays
d'	ADP	de
Agenois	PROPN	agneoin
;	PUNCT	;
la	DET	le
cité	NOUN	cité
et	CCONJ	et
le	DET	le
chastel	NOUN	chastel
de	ADP	de
Pierregort	PROPN	pierre
et	CCONJ	et
toute	DET	tout
la	DET	le
terre	NOUN	terre
et	CCONJ	et
le	DET	le
pays	NOUN	pays
de	ADP	de
Pierreguis	PROPN	pireau
;	PUNCT	;
la	DET	le
cité	NOUN	cité
et	CCONJ	et
le	DET	le
chastel	NOUN	chastel
de	ADP	de
Caours	PROPN	caros
et	CCONJ	et
toute	DET	tout
la	DET	le
terre	NOUN	terre
et	CCONJ	et
le	DET	le
pays	NOUN	pays
de	ADP	de
Caoursin	PROPN	caoron
;	PUNCT	;
la	DET	le
cité	NOUN	cité
et	CCONJ	et
le	DET	le
chastel	NOUN	chastel
de	ADP	de
Lymoges	PROPN	limoges
et	CCONJ	et
toute	DET	tout
la	DET	le
terre	NOUN	terre
et	CCONJ	et
le	DET	le
pays	NOUN	pays
de	ADP	de
Lymosin	PROPN	limonis
;	PUNCT	;
et	CCONJ	et
toute	DET	tout
la	DET	le
conté	VERB	conter
de	ADP	de
Gaure	NOUN	gares
.	PUNCT	.
Lesquelles	DET	lequel
choses	NOUN	chose
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
nous	PRON	nous
a	ADP	a
promis	VERB	prometre
à	ADP	à
baillier	VERB	bailler
ou	CCONJ	ou
à	ADP	à
noz	DET	notre
especiaulx	ADJ	espécial
deputez	VERB	députer
dedenz	ADP	dedenz
la	DET	le
feste	NOUN	fête
de	ADP	de
la	DET	le
Nativité	NOUN	nativité
Saint-Jehan-Baptiste	PROPN	saint-maglonterant
prochain	NOUN	prochain
,	PUNCT	,
se	PRON	se
il	PRON	il
puet	VERB	pöoir
;	PUNCT	;
et	CCONJ	et
tantost	ADV	tantost
après	ADV	après
ce	PRON	ce
,	PUNCT	,
devant	ADP	devant
certaines	ADJ	certain
personnes	NOUN	personne
,	PUNCT	,
que	SCONJ	que
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
deputera	VERB	deputaire
,	PUNCT	,
nous	PRON	nous
et	CCONJ	et
nostre	DET	notre
dit	VERB	dire
ainsné	VERB	ainzné
filz	NOUN	fil
ferons	NOUN	faire
,	PUNCT	,
en	ADP	en
nostre	DET	notre
royaume	NOUN	royaume
,	PUNCT	,
ycelles	DET	cil
renonciacions	NOUN	rancondion
,	PUNCT	,
transpors	NOUN	transpor
,	PUNCT	,
cessions	NOUN	cessinon
et	CCONJ	et
delaissemens	NOUN	délaisser
,	PUNCT	,
par	ADP	par
foy	NOUN	foi
et	CCONJ	et
sairement	NOUN	sairement
,	PUNCT	,
solempnelment	NOUN	solement
,	PUNCT	,
et	CCONJ	et
d'	ADP	de
icelles	DET	cil
ferons	NOUN	faire
bonnes	ADJ	bon
lettres	NOUN	lettre
ouvertes	NOUN	ouvrir
,	PUNCT	,
seellées	NOUN	scellé
de	ADP	de
nostre	DET	notre
grant	ADJ	grant
seel	NOUN	scel
,	PUNCT	,
par	ADP	par
la	DET	le
maniere	NOUN	manière
et	CCONJ	et
forme	NOUN	forme
comprise	NOUN	compres
en	ADP	en
noz	DET	notre
autres	PRON	autre
lettres	NOUN	lettre
sur	ADP	sur
ce	PRON	ce
faites	VERB	faire
et	CCONJ	et
que	SCONJ	que
compris	VERB	compris
est	VERB	estre
ou	CCONJ	ou
dit	VERB	dire
traictié	VERB	traité
,	PUNCT	,
lesquelles	DET	lequel
nous	PRON	nous
envoierons	VERB	envoyer
,	PUNCT	,
à	ADP	à
la	DET	le
feste	NOUN	fête
de	ADP	de
l'	DET	le
Assumpcion	NOUN	assemplir
Nostre-Dame	PROPN	nôtre-dame
prochaine	NOUN	prochain
ensuyvant	VERB	ensuivre
,	PUNCT	,
en	ADP	en
l'	DET	le
eglise	NOUN	église
des	ADP.DET	de.le
Augustins	DET	augunidu
à	ADP	à
Bruges	PROPN	bruge
;	PUNCT	;
et	CCONJ	et
les	DET	le
ferons	NOUN	faire
baillier	VERB	bailler
à	ADP	à
ceuls	DET	cil
que	SCONJ	que
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
y	ADV	y
envoiera	VERB	envoyer
lors	ADV	lors
pour	ADP	pour
les	DET	le
recevoir	VERB	recevoir
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
se	PRON	se
dedenz	ADP	dedenz
la	DET	le
dicte	VERB	dire
feste	NOUN	fête
Saint-Jehan-Baptiste	PROPN	saint-maglonterant
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
ne	ADV	ne
povoit	VERB	pouvoir
baillier	VERB	bailler
les	DET	le
citez	NOUN	cité
,	PUNCT	,
contées	VERB	conter
,	PUNCT	,
chasteaux	NOUN	château
,	PUNCT	,
villes	NOUN	ville
,	PUNCT	,
terres	NOUN	terre
,	PUNCT	,
pays	NOUN	pays
,	PUNCT	,
isles	NOUN	isle
et	CCONJ	et
lieux	NOUN	lieu
dessus	ADV	dessus
prouchainement	NOUN	prochainement
nommez	VERB	nommer
,	PUNCT	,
il	PRON	il
les	DET	le
doit	VERB	devoir
baillier	VERB	bailler
dedenz	ADP	dedenz
la	DET	le
feste	NOUN	fête
de	ADP	de
Toussains	PROPN	toussenôt
prochaine	NOUN	prochain
venant	VERB	venir
en	ADP	en
un	DET	un
an	ADP	en
;	PUNCT	;
et	CCONJ	et
,	PUNCT	,
ycelles	DET	cil
bailliées	NOUN	bailler
,	PUNCT	,
ferons	NOUN	faire
nous	PRON	nous
et	CCONJ	et
nostre	DET	notre
dit	VERB	dire
fils	NOUN	fil
les	DET	le
dictes	VERB	dire
renonciations	NOUN	renconire
,	PUNCT	,
transpors	NOUN	transpor
,	PUNCT	,
cessions	NOUN	cessinon
et	CCONJ	et
delaissemens	NOUN	délaisser
,	PUNCT	,
par	ADP	par
devant	ADP	devant
les	DET	le
gens	NOUN	gens
qui	PRON	qui
seront	VERB	estre
deputez	VERB	députer
par	ADP	par
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
,	PUNCT	,
comme	SCONJ	comme
dit	VERB	dire
est	VERB	estre
,	PUNCT	,
et	CCONJ	et
en	ADP	en
ferons	NOUN	faire
lettres	NOUN	lettre
teles	DET	tel
et	CCONJ	et
par	ADP	par
la	DET	le
maniere	NOUN	manière
dessus	ADV	dessus
dicte	VERB	dire
,	PUNCT	,
et	CCONJ	et
les	DET	le
ferons	NOUN	faire
baillier	VERB	bailler
à	ADP	à
ses	DET	son
genz	NOUN	gent
au	ADP.DET	a.le
jour	NOUN	jour
de	ADP	de
la	DET	le
feste	NOUN	fête
Saint-Andryeu	PROPN	saint-mandre
lors	ADV	lors
ensuyvant	VERB	ensuivre
,	PUNCT	,
en	ADP	en
la	DET	le
dicte	VERB	dire
eglise	NOUN	église
des	ADP.DET	de.le
Augustins	DET	augunidu
,	PUNCT	,
à	ADP	à
Bruges	PROPN	bruge
,	PUNCT	,
par	ADP	par
la	DET	le
maniere	NOUN	manière
dessus	ADV	dessus
dite	VERB	dire
.	PUNCT	.
Et	CCONJ	et
aussi	ADV	aussi
nous	PRON	nous
a	ADP	a
promis	VERB	prometre
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
que	SCONJ	que
il	PRON	il
et	CCONJ	et
son	DET	son
ainsné	VERB	ainzné
filz	NOUN	fil
renonceront	VERB	renconer
et	CCONJ	et
feront	VERB	faire
semblablement	ADV	semblablement
,	PUNCT	,
lors	ADV	lors
et	CCONJ	et
par	ADP	par
la	DET	le
maniere	NOUN	manière
dessus	ADV	dessus
dicte	VERB	dire
,	PUNCT	,
les	DET	le
renonciacions	NOUN	rancondion
,	PUNCT	,
transpors	NOUN	transpor
,	PUNCT	,
cessions	NOUN	cessinon
et	CCONJ	et
delaissemens	NOUN	délaisser
accordez	VERB	accorder
par	ADP	par
le	DET	le
dit	VERB	dire
traictié	VERB	traité
à	ADP	à
faire	VERB	faire
de	ADP	de
sa	DET	son
partie	NOUN	partie
,	PUNCT	,
si	ADV	si
comme	SCONJ	comme
dessus	ADV	dessus
est	VERB	estre
dit	VERB	dire
;	PUNCT	;
et	CCONJ	et
envoiera	VERB	envoyer
ses	DET	son
lettres	NOUN	lettre
patentes	NOUN	peter
seellées	NOUN	scellé
de	ADP	de
son	DET	son
grant	ADJ	grant
seel	NOUN	scel
aux	ADP.DET	à.le
diz	NOUN	dire
lieux	NOUN	lieu
et	CCONJ	et
termes	NOUN	terme
,	PUNCT	,
pour	ADP	pour
les	DET	le
baillier	VERB	bailler
aus	PRON	il
genz	NOUN	gent
qui	PRON	qui
de	ADP	de
par	ADP	par
nous	PRON	nous
y	ADV	y
seront	VERB	estre
deputez	VERB	députer
semblablement	ADV	semblablement
,	PUNCT	,
comme	SCONJ	comme
dit	VERB	dire
est	VERB	estre
.	PUNCT	.
Et	CCONJ	et
aussi	ADV	aussi
nous	PRON	nous
a	ADP	a
promis	VERB	prometre
et	CCONJ	et
accordé	VERB	accorder
nostre	DET	notre
dit	VERB	dire
frere	NOUN	frere
que	SCONJ	que
lui	PRON	lui
et	CCONJ	et
ses	DET	son
hoirs	NOUN	hoir
surserront	VERB	surprendre
,	PUNCT	,
jusques	ADP	jusque
aus	PRON	il
termes	NOUN	terme
des	ADP.DET	de.le
dictes	VERB	dire
renonciacions	NOUN	rancondion
dessus	ADV	dessus
esclarciz	VERB	éclarcir
,	PUNCT	,
de	ADP	de
user	VERB	user
de	ADP	de
souverainnetez	NOUN	souverainte
et	CCONJ	et
ressors	NOUN	restre
en	ADP	en
toutes	DET	tout
les	DET	le
citez	NOUN	cité
,	PUNCT	,
contez	VERB	conter
,	PUNCT	,
chasteaux	NOUN	château
,	PUNCT	,
villes	NOUN	ville
,	PUNCT	,
terres	NOUN	terre
,	PUNCT	,
pays	NOUN	pays
,	PUNCT	,
isles	NOUN	isle
et	CCONJ	et
lieux	NOUN	lieu
que	SCONJ	que
nous	PRON	nous
tenions	NOUN	tenir
ou	CCONJ	ou
temps	NOUN	temps
du	ADP.DET	de.le
dit	VERB	dire
traictié	VERB	traité
,	PUNCT	,
lesquelles	DET	lequel
nous	PRON	nous
doivent	VERB	devoir
demourer	VERB	demeurer
par	ADP	par
le	DET	le
dit	VERB	dire
