S'	PRO	se
telle	DET	tel
maniere	NOUN	manière
demeurerent	VERB	demeurer
en	ADP	en
la	DET	le
maison	NOUN	maison
de	ADP	de
leur	DET	leur
pere	NOUN	père
.	PUNCT	.
Le	DET	le
roy	NOUN	roi
qui	PRON	qui
regardoit	VERB	regarder
ses	DET	son
enfans	NOUN	enfant
que	SCONJ	que
nulle	DET	nul
foys	NOUN	fois
ne	ADV	ne
se	PRON	se
levoient	VERB	lever
mais	NOUN	mais
tousjours	ADV	toujours
se	PRON	se
seoient	VERB	sëoir
en	ADP	en
eut	VERB	avoir
pitié	NOUN	pitié
au	ADP.DET	a.le
coeur	NOUN	coeur
.	PUNCT	.
Et	CCONJ	et
ung	DET	un
jour	NOUN	jour
vint	VERB	venir
a	ADP	a
la	DET	le
royne	NOUN	roine
et	CCONJ	et
luy	PRON	lui
descouvrit	VERB	descovrir
en	ADP	en
disant	VERB	dire
:	PUNCT	:
«	PUNCT	"
Haa	PROPN	ha
!	PUNCT	!
Dame	NOUN	dame
,	PUNCT	,
comment	ADV	comment
pourrions	NOUN	pouvoir
nous	PRON	nous
veoir	VERB	vëoir
toute	DET	tout
nostre	DET	notre
vie	NOUN	vie
ne	ADV	ne
endurer	VERB	endurer
la	DET	le
tribulacion	NOUN	tribulac
de	ADP	de
noz	DET	notre
enfans	NOUN	enfant
?	PUNCT	?
Et	CCONJ	et
d'	ADP	de
aultre	ADJ	autre
part	NOUN	part
comment	ADV	comment
endurerons	NOUN	endurer
nous	PRON	nous
que	SCONJ	que
nous	PRON	nous
les	DET	le
separons	NOUN	separs
et	CCONJ	et
ostons	NOUN	oster
d'	ADP	de
avecquez	ADP	avec
nous	PRON	nous
et	CCONJ	et
que	SCONJ	que
nous	PRON	nous
ne	ADV	ne
les	DET	le
voyons	NOUN	voir
jamés	NOUN	jame
?	PUNCT	?
»	PUNCT	"
Quant	SCONJ	cant
la	DET	le
royne	NOUN	roine
eut	VERB	avoir
aperceu	VERB	apercevoir
la	DET	le
bonté	NOUN	bonté
et	CCONJ	et
pitié	NOUN	pitié
de	ADP	de
son	DET	son
seigneur	NOUN	seigneur
et	CCONJ	et
la	DET	le
naturelle	ADJ	naturel
amour	NOUN	amour
dont	PRON	dont
il	PRON	il
aymoit	VERB	aimer
ses	DET	son
enfans	NOUN	enfant
,	PUNCT	,
commensa	VERB	commencer
a	ADP	a
le	DET	le
reconforter	VERB	reconforter
et	CCONJ	et
dict	VERB	dire
:	PUNCT	:
«	PUNCT	"
Benoist	PROPN	benois
soit	VERB	estre
Nostre	DET	notre
Seigneur	NOUN	seigneur
,	PUNCT	,
le	DET	le
Dieu	PROPN	dieu
d'	ADP	de
Israel	PROPN	irast
,	PUNCT	,
qui	PRON	qui
visita	VERB	visiter
et	CCONJ	et
rachepta	VERB	racheter
son	DET	son
peuple	NOUN	peuple
et	CCONJ	et
que	SCONJ	que
le	DET	le
grant	ADJ	grant
orgueil	NOUN	orgueil
de	ADP	de
noz	DET	notre
enfans	NOUN	enfant
a	ADP	a
mys	VERB	mettre
a	ADP	a
si	ADV	si
grand	ADJ	grand
humilité	NOUN	humilité
et	CCONJ	et
leur	DET	leur
a	ADP	a
donné	VERB	donner
coeur	NOUN	coeur
et	CCONJ	et
voulenté	NOUN	volonté
de	ADP	de
le	DET	le
servyr	VERB	servir
.	PUNCT	.
Tres	ADV	très
doulx	DET	doux
sire	NOUN	seignor
,	PUNCT	,
confortés	VERB	conforter
vous	PRON	vous
de	ADP	de
voz	DET	vostre
enfans	NOUN	enfant
,	PUNCT	,
car	CCONJ	car
sachés	VERB	savoir
certainement	NOUN	certainement
que	SCONJ	que
ne	ADV	ne
demourerons	VERB	demeurer
guieres	NOUN	guire
que	SCONJ	que
Nostre	DET	notre
Seigneur	NOUN	seigneur
ne	ADV	ne
nous	PRON	nous
demonstre	ADJ	dementre
ce	PRON	ce
qui	PRON	qui
luy	PRON	lui
plaist	NOUN	plaire
qu'	SCONJ	que
il	PRON	il
en	ADP	en
soit	VERB	estre
faict	VERB	faire
.	PUNCT	.
»	PUNCT	"
Aprés	ADP	après
ses	DET	son
choses	NOUN	chose
fut	VERB	être
celle	DET	cil
saincte	ADJ	saint
royne	NOUN	roine
en	ADP	en
continuelle	NOUN	continuelle
orayson	NOUN	orainse
envers	ADP	envers
Nostre	DET	notre
Seigneur	NOUN	seigneur
que	SCONJ	que
par	ADP	par
sa	DET	son
saincte	ADJ	saint
misericorde	NOUN	miséricorde
il	PRON	il
leur	DET	leur
demonstrast	VERB	dementrer
quelle	DET	quel
chose	NOUN	chose
il	PRON	il
luy	PRON	lui
plairoit	VERB	plaire
qu'	SCONJ	que
ilz	PRON	il
fissent	VERB	faire
de	ADP	de
leurs	DET	leur
enfans	NOUN	enfant
.	PUNCT	.
Ne	CCONJ	ne
demoura	VERB	demeurer
guieres	NOUN	guire
aprés	ADP	après
ces	DET	ce
choses	NOUN	chose
que	SCONJ	que
la	DET	le
royne	NOUN	roine
ne	ADV	ne
vint	VERB	venir
a	ADP	a
ses	DET	son
enfans	NOUN	enfant
et	CCONJ	et
parla	VERB	parler
a	ADP	a
eulx	PRON	eux
en	ADP	en
ceste	DET	cest
maniere	NOUN	manière
:	PUNCT	:
«	PUNCT	"
Haa	PROPN	ha
!	PUNCT	!
Comme	SCONJ	comme
est	VERB	estre
doulx	DET	doux
le	DET	le
Dieu	PROPN	dieu
d'	ADP	de
Israel	PROPN	irast
a	ADP	a
ceulx	PRON	cil
qui	PRON	qui
ont	VERB	avoir
le	DET	le
coeur	NOUN	coeur
droict	NOUN	droit
et	CCONJ	et
bon	ADJ	bon
envers	ADP	envers
luy	PRON	lui
.	PUNCT	.
Sa	DET	son
sapience	NOUN	sapeince
et	CCONJ	et
bonté	NOUN	bonté
est	VERB	estre
infinie	NOUN	enside
et	CCONJ	et
ne	ADV	ne
pourroit	VERB	pouvoir
estre	VERB	estre
nombree	VERB	nombre
.	PUNCT	.
Mes	CCONJ	mais
enfans	NOUN	enfant
,	PUNCT	,
vous	PRON	vous
voyés	NOUN	voir
et	CCONJ	et
cougnoissés	VERB	conoistre
que	SCONJ	que
l'	DET	le
orgueil	NOUN	orgueil
desmesuré	VERB	desmesure
,	PUNCT	,
la	DET	le
follie	NOUN	folie
et	CCONJ	et
presumption	NOUN	présunt-mondre
que	SCONJ	que
avés	VERB	avoir
eue	NOUN	eau
contre	ADP	contre
vostre	DET	vostre
pere	NOUN	père
et	CCONJ	et
mere	NOUN	mere
est	VERB	estre
cheutte	ADJ	choiter
en	ADP	en
humilité	NOUN	humilité
par	ADP	par
sa	DET	son
grand	ADJ	grand
sapience	NOUN	sapeince
et	CCONJ	et
misericorde	NOUN	miséricorde
et	CCONJ	et
debvez	ADJ	debecir
savoir	VERB	savoir
que	SCONJ	que
Nostre	DET	notre
Seigneur	NOUN	seigneur
tousjours	ADV	toujours
juge	NOUN	juge
droit	ADJ	droit
.	PUNCT	.
Et	CCONJ	et
sachés	VERB	savoir
que	SCONJ	que
il	PRON	il
ne	ADV	ne
vous	PRON	vous
a	ADP	a
pas	NOUN	pas
donné	VERB	donner
ce	PRON	ce
jugement	NOUN	jugement
pour	ADP	pour
vostre	DET	vostre
mal	NOUN	mal
,	PUNCT	,
mais	NOUN	mais
pour	ADP	pour
le	DET	le
salut	VERB	salüer
de	ADP	de
voz	DET	vostre
ames	NOUN	ame
.	PUNCT	.
Reconfortés	PROPN	reconforter
vous	PRON	vous
et	CCONJ	et
mectés	NOUN	mettre
vostre	DET	vostre
esperance	NOUN	espérance
en	ADP	en
Dieu	PROPN	dieu
qui	PRON	qui
dict	VERB	dire
en	ADP	en
ceste	DET	cest
maniere	NOUN	manière
:	PUNCT	:
?	PUNCT	?
Je	PRON	je
ne	ADV	ne
suys	VERB	suis
pas	NOUN	pas
venu	VERB	venir
en	ADP	en
ce	PRON	ce
monde	NOUN	monde
pour	ADP	pour
apeller	VERB	apeler
les	DET	le
justes	NOUN	juste
a	ADP	a
penitence	NOUN	pentice
,	PUNCT	,
mais	NOUN	mais
pour	ADP	pour
les	DET	le
pecheurs	NOUN	pecheucher
.	PUNCT	.
?	PUNCT	?
»	PUNCT	"
Quant	SCONJ	cant
les	DET	le
enfans	NOUN	enfant
ouyrent	VERB	ouïr
le	DET	le
debonnaire	ADJ	devonaineune
admonnestement	NOUN	adomminer
de	ADP	de
leur	DET	leur
mere	NOUN	mere
,	PUNCT	,
voyant	VERB	voir
et	CCONJ	et
considerant	VERB	conseitir
qu'	SCONJ	que
ilz	PRON	il
avoient	VERB	avoir
si	ADV	si
griefvement	NOUN	grevenir
failly	VERB	falir
,	PUNCT	,
si	ADV	si
s'	DET	soi
enclinerent	VERB	encliner
vers	ADP	vers
Nostre	DET	notre
Seigneur	NOUN	seigneur
et	CCONJ	et
de	ADP	de
bon	ADJ	bon
coeur	NOUN	coeur
par	ADP	par
elevation	NOUN	exevaire
d'	ADP	de
entendement	NOUN	entendement
et	CCONJ	et
de	ADP	de
pancee	NOUN	penece
luy	PRON	lui
prierent	VERB	prier
doulcement	NOUN	doucement
qu'	SCONJ	que
i	ADV	i
luy	PRON	lui
plust	ADV	plus
pardonner	VERB	pardoner
le	DET	le
peché	NOUN	péché
qu'	SCONJ	que
ilz	PRON	il
avoient	VERB	avoir
commys	VERB	commettre
et	CCONJ	et
perpetré	VERB	perpété
contre	ADP	contre
luy	PRON	lui
,	PUNCT	,
contre	ADP	contre
leur	DET	leur
pere	NOUN	père
et	CCONJ	et
leur	DET	leur
mere	NOUN	mere
.	PUNCT	.
Et	CCONJ	et
en	ADP	en
priant	VERB	priier
Dieu	PROPN	dieu
esleverent	VERB	eslevrer
leurs	DET	leur
mains	NOUN	main
vers	ADP	vers
le	DET	le
ciel	NOUN	ciel
en	ADP	en
disant	VERB	dire
:	PUNCT	:
«	PUNCT	"
Sire	NOUN	seignor
Dieu	PROPN	dieu
qui	PRON	qui
estes	VERB	estre
destructeur	NOUN	destrucer
des	ADP.DET	de.le
orgueilleux	ADJ	orgoillos
et	CCONJ	et
eslevez	VERB	eslever
les	DET	le
humbles	ADJ	humble
et	CCONJ	et
confortés	VERB	conforter
les	DET	le
povres	ADJ	pauvre
,	PUNCT	,
conseillés	NOUN	conseillier
les	DET	le
desconfortez	VERB	desconforter
et	CCONJ	et
estes	VERB	estre
pere	NOUN	père
de	ADP	de
pitié	NOUN	pitié
et	CCONJ	et
misericorde	NOUN	miséricorde
,	PUNCT	,
vostre	DET	vostre
non	NOUN	nom
soit	VERB	estre
benoist	VERB	benois
par	ADP	par
tous	DET	tout
les	DET	le
siecles	NOUN	siècle
des	ADP.DET	de.le
siecles	NOUN	siècle
.	PUNCT	.
Nous	PRON	nous
croyons	NOUN	corir
certainement	NOUN	certainement
que	SCONJ	que
pour	ADP	pour
ce	PRON	ce
vous	PRON	vous
nous	PRON	nous
avez	VERB	avoir
osté	VERB	ôter
la	DET	le
force	NOUN	force
et	CCONJ	et
vertu	NOUN	vertu
du	ADP.DET	de.le
corps	NOUN	corps
affin	NOUN	afin
que	SCONJ	que
les	DET	le
ames	NOUN	ame
vous	PRON	vous
puissent	VERB	pöoir
servir	VERB	servir
a	ADP	a
leur	DET	leur
voulenté	NOUN	volonté
,	PUNCT	,
car	CCONJ	car
myeulx	ADV	mieux
nous	PRON	nous
vault	VERB	valoir
aller	VERB	aller
humblez	NOUN	humble
en	ADP	en
paradis	NOUN	paradis
sans	NOUN	sans
estre	VERB	estre
tourmentés	VERB	tourmente
que	SCONJ	que
estre	VERB	estre
orgueilleux	ADJ	orgoillos
et	CCONJ	et
finablement	NOUN	finablement
estre	VERB	estre
en	ADP	en
enfer	NOUN	enfer
dampnés	NOUN	dempons
.	PUNCT	.
»	PUNCT	"
Et	CCONJ	et
quant	SCONJ	cant
les	DET	le
enfans	NOUN	enfant
eurent	VERB	avoir
aperceu	VERB	apercevoir
par	ADP	par
les	DET	le
parolles	NOUN	parole
de	ADP	de
la	DET	le
royne	NOUN	roine
que	SCONJ	que
le	DET	le
roy	NOUN	roi
avoit	VERB	avoir
eu	VERB	avoir
compassion	NOUN	compassoil
de	ADP	de
eulx	PRON	eux
,	PUNCT	,
en	ADP	en
furent	VERB	estre
moult	ADV	moult
couroucés	NOUN	courrombre
en	ADP	en
leur	DET	leur
coeur	NOUN	coeur
et	CCONJ	et
moult	ADV	moult
desiroient	VERB	desirrer
estre	VERB	estre
eslongnés	VERB	eslongier
de	ADP	de
leur	DET	leur
pere	NOUN	père
affin	NOUN	afin
qu'	SCONJ	que
il	PRON	il
ne	ADV	ne
eust	VERB	avoir
pas	NOUN	pas
si	ADV	si
grant	ADJ	grant
pitié	NOUN	pitié
et	CCONJ	et
compassion	NOUN	compassoil
de	ADP	de
eulx	PRON	eux
.	PUNCT	.
Lors	ADV	lors
prierent	VERB	prier
moult	ADV	moult
leur	DET	leur
saincte	ADJ	saint
mere	NOUN	mere
pour	ADP	pour
l'	DET	le
amour	NOUN	amour
de	ADP	de
Jhesu	PROPN	jesus
Christ	PROPN	christ
que	SCONJ	que
elle	PRON	elle
ne	ADV	ne
print	VERB	prendre
pas	NOUN	pas
garde	NOUN	garde
a	ADP	a
leur	DET	leur
follie	NOUN	folie
,	PUNCT	,
mais	NOUN	mais
les	DET	le
conseillast	VERB	conseillier
qu'	SCONJ	que
ilz	PRON	il
fussent	VERB	estre
mys	VERB	mettre
en	ADP	en
religion	NOUN	religion
loing	ADV	loing
de	ADP	de
leur	DET	leur
pere	NOUN	père
ou	CCONJ	ou
ilz	PRON	il
pussent	VERB	puissent
faire	VERB	faire
aulcune	DET	aucun
penitence	NOUN	pentice
de	ADP	de
leurs	DET	leur
pechés	NOUN	peché
pour	ADP	pour
estre	VERB	estre
dignes	ADJ	digne
et	CCONJ	et
plaisans	NOUN	plaisir
a	ADP	a
Nostre	DET	notre
Seigneur	NOUN	seigneur
.	PUNCT	.
Quant	SCONJ	cant
la	DET	le
royne	NOUN	roine
ouyt	VERB	ouïr
la	DET	le
repantence	NOUN	repenter
de	ADP	de
ses	DET	son
enffans	NOUN	enfant
tant	ADV	tant
louable	NOUN	louaille
a	ADP	a
Dieu	PROPN	dieu
et	CCONJ	et
aux	ADP.DET	à.le
hommes	NOUN	homme
,	PUNCT	,
si	ADV	si
en	ADP	en
rendit	VERB	rendre
graces	NOUN	grace
a	ADP	a
Nostre	DET	notre
Seigneur	NOUN	seigneur
et	CCONJ	et
dict	VERB	dire
:	PUNCT	:
«	PUNCT	"
Sire	NOUN	seignor
Dieu	PROPN	dieu
,	PUNCT	,
je	PRON	je
vous	PRON	vous
rens	NOUN	renc
graces	NOUN	grace
et	CCONJ	et
mercys	NOUN	merci
que	SCONJ	que
n'	ADV	ne
avez	VERB	avoir
desprisé	VERB	desprise
mes	DET	mais
prieres	NOUN	priier
et	CCONJ	et
que	SCONJ	que
avez	VERB	avoir
tourné	VERB	tourner
mon	DET	mon
couroulx	NOUN	corluleux
en	ADP	en
joye	NOUN	joie
.	PUNCT	.
»	PUNCT	"
Adoncques	ADV	adonc
s'	DET	soi
en	ADP	en
retourna	VERB	retourner
vers	ADP	vers
ses	DET	son
enfans	NOUN	enfant
et	CCONJ	et
leur	DET	leur
dict	VERB	dire
:	PUNCT	:
«	PUNCT	"
Mes	CCONJ	mais
enfans	NOUN	enfant
,	PUNCT	,
confortés	VERB	conforter
vous	PRON	vous
en	ADP	en
Nostre	DET	notre
Seigneur	NOUN	seigneur
et	CCONJ	et
luy	PRON	lui
donnés	VERB	donner
voz	DET	vostre
coeurs	NOUN	coeur
et	CCONJ	et
voz	DET	vostre
corps	NOUN	corps
en	ADP	en
vigilles	NOUN	vigile
,	PUNCT	,
oraisons	NOUN	oraison
et	CCONJ	et
aultres	PRON	autre
oeuvres	NOUN	oeuvrer
de	ADP	de
penitence	NOUN	pentice
affin	NOUN	afin
que	SCONJ	que
puissiez	VERB	pöoir
avoir	VERB	avoir
le	DET	le
bien	NOUN	bien
et	CCONJ	et
heritage	NOUN	héritage
que	SCONJ	que
Dieu	PROPN	dieu
a	ADP	a
preparé	VERB	preper
a	ADP	a
ses	DET	son
amys	NOUN	ami
.	PUNCT	.
Il	PRON	il
dict	VERB	dire
:	PUNCT	:
?	PUNCT	?
Je	PRON	je
suys	VERB	suis
commencement	NOUN	commencement
et	CCONJ	et
fin	NOUN	fin
?	PUNCT	?
,	PUNCT	,
et	CCONJ	et
pour	ADP	pour
tant	ADV	tant
le	DET	le
bien	NOUN	bien
qu'	SCONJ	que
il	PRON	il
a	ADP	a
commencé	VERB	commencer
en	ADP	en
vous	PRON	vous
par	ADP	par
sa	DET	son
sainte	ADJ	saint
grace	NOUN	grace
,	PUNCT	,
le	DET	le
veille	VERB	veillier
parfaire	NOUN	parfait
.	PUNCT	.
»	PUNCT	"
Aprés	ADP	après
ce	PRON	ce
partit	VERB	partir
la	DET	le
saincte	ADJ	saint
royne	NOUN	roine
de	ADP	de
ses	DET	son
enffans	NOUN	enfant
et	CCONJ	et
vint	VERB	venir
moult	ADV	moult
joyeusement	NOUN	joyeument
au	ADP.DET	a.le
roy	NOUN	roi
Clovys	PROPN	clovit
son	DET	son
seigneur	NOUN	seigneur
et	CCONJ	et
luy	PRON	lui
compta	VERB	compter
tout	DET	tout
par	ADP	par
ordre	NOUN	ordre
ce	PRON	ce
qu'	SCONJ	que
elle	PRON	elle
avoit	VERB	avoir
trouvé	VERB	trouver
en	ADP	en
ses	DET	son
enfans	NOUN	enfant
.	PUNCT	.
Quant	SCONJ	cant
le	DET	le
roy	NOUN	roi
sceut	VERB	savoir
la	DET	le
loyalle	NOUN	loyalle
repentence	NOUN	repenter
que	SCONJ	que
les	DET	le
enfans	NOUN	enfant
avoient	VERB	avoir
,	PUNCT	,
dict	VERB	dire
:	PUNCT	:
«	PUNCT	"
Tout	DET	tout
ce	PRON	ce
est	VERB	estre
avenu	VERB	avenir
par	ADP	par
la	DET	le
grace	NOUN	grace
et	CCONJ	et
misericorde	NOUN	miséricorde
de	ADP	de
Dieu	PROPN	dieu
.	PUNCT	.
Il	PRON	il
est	VERB	estre
droict	NOUN	droit
que	SCONJ	que
nous	PRON	nous
obeissions	NOUN	obéissïon
a	ADP	a
leur	DET	leur
voulenté	NOUN	volonté
.	PUNCT	.
Regardons	PROPN	regard
et	CCONJ	et
advisons	VERB	aviser
ung	DET	un
lieu	NOUN	lieu
convenable	NOUN	convenalier
ou	CCONJ	ou
ilz	PRON	il
puissent	VERB	pöoir
resider	VERB	restir
et	CCONJ	et
demeurer	VERB	demeurer
et	CCONJ	et
la	DET	le
ou	CCONJ	ou
ilz	PRON	il
puissent	VERB	pöoir
rendre	VERB	rendre
a	ADP	a
Dieu	PROPN	dieu
ce	PRON	ce
qu'	SCONJ	que
ilz	PRON	il
ont	VERB	avoir
voué	VERB	vouloir
et	CCONJ	et
promys	VERB	prometre
.	PUNCT	.
»	PUNCT	"
La	DET	le
royne	NOUN	roine
qui	PRON	qui
moult	ADV	moult
estoit	VERB	estre
prompte	NOUN	prompte
d'	ADP	de
acomplir	VERB	accomplir
les	DET	le
commendemens	NOUN	commencement
du	ADP.DET	de.le
roy	NOUN	roi
luy	PRON	lui
respondit	VERB	répondre
et	CCONJ	et
dict	VERB	dire
:	PUNCT	:
«	PUNCT	"
Le	DET	le
lieu	NOUN	lieu
de	ADP	de
leur	DET	leur
habitation	NOUN	habitation
n'	ADV	ne
est	VERB	estre
mye	ADJ	mie
a	ADP	a
eulx	PRON	eux
a	ADP	a
querir	VERB	quérir
,	PUNCT	,
mais	NOUN	mais
apartient	VERB	apartenir
seullement	ADV	seulement
a	ADP	a
la	DET	le
providence	NOUN	provendie
Nostre	DET	notre
Seigneur	NOUN	seigneur
,	PUNCT	,
lequel	DET	lequel
leur	DET	leur
a	ADP	a
donné	VERB	donner
coeur	NOUN	coeur
et	CCONJ	et
corps	NOUN	corps
pour	ADP	pour
le	DET	le
servir	VERB	servir
et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
a	ADP	a
luy	PRON	lui
est	VERB	estre
de	ADP	de
leur	DET	leur
pourveoir	VERB	pourvoir
de	ADP	de
lieu	NOUN	lieu
.	PUNCT	.
Pour	ADP	pour
ce	PRON	ce
,	PUNCT	,
tres	ADV	très
cher	ADJ	cher
sire	NOUN	seignor
,	PUNCT	,
il	PRON	il
seroit	VERB	estre
convenable	NOUN	convenalier
que	SCONJ	que
leur	DET	leur
fissiés	NOUN	faire
faire	VERB	faire
une	DET	un
nef	NOUN	nef
en	ADP	en
Sayne	NOUN	saint
si	ADV	si
bone	ADJ	bon
et	CCONJ	et
si	ADV	si
grande	ADJ	grand
que	SCONJ	que
leur	DET	leur
vivre	VERB	vivre
et	CCONJ	et
leur	DET	leur
vesture	NOUN	vestir
puisse	VERB	pöoir
estre	VERB	estre
avecquez	ADP	avec
eulx	PRON	eux
et	CCONJ	et
puys	NOUN	puis
les	DET	le
deulx	DET	deux
enfans	NOUN	enfant
ce	PRON	ce
mectront	VERB	mettre
dedans	ADP	dedans
et	CCONJ	et
ung	DET	un
servyteur	NOUN	serviteur
qui	PRON	qui
les	DET	le
servyra	VERB	servir
.	PUNCT	.
Et	CCONJ	et
quant	SCONJ	cant
Nostre	DET	notre
Seigneur	NOUN	seigneur
les	DET	le
avra	VERB	avoir
conduys	VERB	conduire
ou	CCONJ	ou
son	DET	son
plaisir	NOUN	plaisir
sera	VERB	estre
,	PUNCT	,
le	DET	le
serviteur	NOUN	serviteur
reviendra	VERB	revenir
et	CCONJ	et
nous	PRON	nous
dira	VERB	dire
le	DET	le
pays	NOUN	pays
et	CCONJ	et
le	DET	le
lieu	NOUN	lieu
de	ADP	de
leur	DET	leur
habitacion	NOUN	habitacle
.	PUNCT	.
»	PUNCT	"
Quant	SCONJ	cant
le	DET	le
roy	NOUN	roi
ouyt	VERB	ouïr
le	DET	le
conseil	NOUN	conseil
de	ADP	de
sa	DET	son
femme	NOUN	femme
,	PUNCT	,
luy	PRON	lui
respondit	VERB	répondre
et	CCONJ	et
dict	VERB	dire
:	PUNCT	:
«	PUNCT	"
Saincte	ADJ	saint
royne	NOUN	roine
,	PUNCT	,
j'	PRON	je
entens	VERB	entendre
bien	NOUN	bien
et	CCONJ	et
voy	NOUN	vëoir
que	SCONJ	que
ce	PRON	ce
conseil	NOUN	conseil
ne	ADV	ne
vient	VERB	venir
point	NOUN	point
de	ADP	de
vous	PRON	vous
,	PUNCT	,
mais	NOUN	mais
de	ADP	de
l'	DET	le
ordonnance	NOUN	ordonner
et	CCONJ	et
pourveance	NOUN	porverseux
de	ADP	de
Dieu	PROPN	dieu
qui	PRON	qui
dict	VERB	dire
par	ADP	par
la	DET	le
bouche	NOUN	bouche
du	ADP.DET	de.le
prophette	NOUN	propeter
:	PUNCT	:
?	PUNCT	?
Ouvre	NOUN	ouvre
la	DET	le
bouche	NOUN	bouche
et	CCONJ	et
je	PRON	je
parleray	VERB	parler
.	PUNCT	.
?	PUNCT	?
Et	CCONJ	et
en	ADP	en
aultre	ADJ	autre
lieu	NOUN	lieu
il	PRON	il
est	VERB	estre
escript	VERB	écrire
que	SCONJ	que
toute	DET	tout
sapience	NOUN	sapeince
vient	VERB	venir
de	ADP	de
Dieu	PROPN	dieu
.	PUNCT	.
Pourtant	VERB	porter
je	PRON	je
més	NOUN	mais
d'	ADP	de
ores	NOUN	ore
enn	ADP	en
avant	ADV	avant
toute	DET	tout
l'	DET	le
affaire	NOUN	affaire
de	ADP	de
noz	DET	notre
enfans	NOUN	enfant
en	ADP	en
ta	DET	ton
main	NOUN	main
et	CCONJ	et
t'	PRON	tu
en	ADP	en
baille	NOUN	bailler
la	DET	le
disposicion	NOUN	disposit
du	ADP.DET	de.le
tout	DET	tout
en	ADP	en
tout	DET	tout
et	CCONJ	et
que	SCONJ	que
tu	PRON	tu
en	ADP	en
ordonnes	NOUN	ordonner
au	ADP.DET	a.le
conseil	NOUN	conseil
et	CCONJ	et
a	ADP	a
la	DET	le
voulenté	NOUN	volonté
de	ADP	de
Dieu	PROPN	dieu
ce	PRON	ce
que	SCONJ	que
verras	VERB	vëoir
qui	PRON	qui
apartiendra	VERB	apparterine
au	ADP.DET	a.le
salut	VERB	salüer
de	ADP	de
leurs	DET	leur
ames	NOUN	ame
.	PUNCT	.
»	PUNCT	"
Si	ADV	si
tost	DET	tost
que	SCONJ	que
la	DET	le
saincte	ADJ	saint
royne	NOUN	roine
eut	VERB	avoir
le	DET	le
congé	NOUN	congé
,	PUNCT	,
manda	VERB	mander
les	DET	le
ouvriers	NOUN	ouvrir
et	CCONJ	et
leur	DET	leur
devisa	VERB	deviser
la	DET	le
nef	NOUN	nef
et	CCONJ	et
ilz	PRON	il
la	DET	le
firent	VERB	faire
incontinent	NOUN	incontinent
ainssi	ADV	ainsi
que	SCONJ	que
la	DET	le
royne	NOUN	roine
l'	DET	le
avoit	VERB	avoir
devisee	VERB	deviser
et	CCONJ	et
y	ADV	y
firent	VERB	faire
chambrettes	NOUN	chambret
et	CCONJ	et
habitacions	NOUN	habitacle
telles	DET	tel
comme	SCONJ	comme
ilz	PRON	il
leur	DET	leur
couvenoient	VERB	covenir
pour	ADP	pour
eulx	PRON	eux
et	CCONJ	et
pour	ADP	pour
leur	DET	leur
choses	NOUN	chose
.	PUNCT	.
Quant	SCONJ	cant
la	DET	le
nef	NOUN	nef
fuct	NOUN	fucer
toute	DET	tout
preste	NOUN	prester
et	CCONJ	et
appareillee	VERB	appareiller
et	CCONJ	et
les	DET	le
enfans	NOUN	enfant
y	ADV	y
durent	VERB	devoir
entrer	VERB	entrer
,	PUNCT	,
regarderent	VERB	regarder
vers	ADP	vers
le	DET	le
ciel	NOUN	ciel
par	ADP	par
elevation	NOUN	exevaire
de	ADP	de
cueur	NOUN	coeur
et	CCONJ	et
de	ADP	de
pancee	NOUN	penece
et	CCONJ	et
dirent	VERB	dire
:	PUNCT	:
«	PUNCT	"
Sire	NOUN	seignor
,	PUNCT	,
toutes	DET	tout
voz	DET	vostre
voyes	NOUN	voie
sont	VERB	estre
verité	NOUN	vérité
et	CCONJ	et
misericorde	NOUN	miséricorde
,	PUNCT	,
vostre	DET	vostre
chemin	NOUN	chemin
est	VERB	estre
en	ADP	en
l'	DET	le
eaue	NOUN	eau
comme	SCONJ	comme
en	ADP	en
terre	NOUN	terre
.	PUNCT	.
»	PUNCT	"
Et	CCONJ	et
ainssi	ADV	ainsi
entrerent	VERB	entrer
en	ADP	en
la	DET	le
nef	NOUN	nef
sans	NOUN	sans
aultre	ADJ	autre
compagnie	NOUN	compagnie
fors	ADV	fors
seullement	ADV	seulement
d'	ADP	de
ung	DET	un
serviteur	NOUN	serviteur
que	SCONJ	que
la	DET	le
royne	NOUN	roine
leur	DET	leur
avoit	VERB	avoir
baillé	VERB	bailler
pour	ADP	pour
les	DET	le
servyr	VERB	servir
.	PUNCT	.
Il	PRON	il
y	ADV	y
avoit	VERB	avoir
illecquez	VERB	illuec
moult	ADV	moult
de	ADP	de
peuple	NOUN	peuple
assemblé	VERB	assemblée
pour	ADP	pour
regarder	VERB	regarder
ses	DET	son
choses	NOUN	chose
et	CCONJ	et
quant	SCONJ	cant
ilz	PRON	il
virent	VERB	vëoir
que	SCONJ	que
les	DET	le
enfans	NOUN	enfant
faisoient	VERB	faire
si	ADV	si
joyeuse	ADJ	joyeux
chere	NOUN	cher
en	ADP	en
entrant	VERB	entrer
en	ADP	en
la	DET	le
nef	NOUN	nef
,	PUNCT	,
commencerent	VERB	commencer
tous	DET	tout
a	ADP	a
pleurer	VERB	pleurer
de	ADP	de
pitié	NOUN	pitié
et	CCONJ	et
dirent	VERB	dire
:	PUNCT	:
