1400	NOUN	@card@
Comptes	NOUN	compte
,	PUNCT	,
et	CCONJ	et
vindrent	VERB	venir
devant	ADP	devant
ycelz	DET	cil
gens	NOUN	gens
des	ADP.DET	de.le
Comptes	NOUN	compte
que	SCONJ	que
trouverent	VERB	trouver
IIIJ	DET	quatre
en	ADP	en
nombre	NOUN	nombre
,	PUNCT	,
et	CCONJ	et
tantost	ADV	tantost
se	PRON	se
partirent	VERB	partir
,	PUNCT	,
avant	ADV	avant
ce	PRON	ce
que	SCONJ	que
il	PRON	il
voulsissent	VERB	voloir
oïr	VERB	öir
lesdiz	DET	ledit
prevost	NOUN	prévôt
et	CCONJ	et
huissier	NOUN	huissier
,	PUNCT	,
et	CCONJ	et
alerent	VERB	aler
en	ADP	en
bas	ADJ	bas
;	PUNCT	;
nonobstant	DET	nonobstant
lesdiz	DET	ledit
prevost	NOUN	prévôt
et	CCONJ	et
huissier	NOUN	huissier
executerent	VERB	exercette
ledit	DET	ledit
adjornement	NOUN	adromenter
audit	ADV	à.ledit
lieu	NOUN	lieu
à	ADP	à
la	DET	le
personne	NOUN	personne
de	ADP	de
leur	DET	leur
clerc	NOUN	clerc
des	ADP.DET	de.le
Comptes	NOUN	compte
ou	CCONJ	ou
graphier	VERB	grapier
,	PUNCT	,
comme	SCONJ	comme
je	PRON	je
oy	VERB	öir
dire	VERB	dire
du	ADP.DET	de.le
prevost	NOUN	prévôt
après	ADV	après
ce	PRON	ce
fait	VERB	faire
.	PUNCT	.
Mercredi	PROPN	mercredi
,	PUNCT	,
premier	ADJ	premier
jour	NOUN	jour
de	ADP	de
fevrier	VERB	fervir
.	PUNCT	.
Ce	PRON	ce
jour	NOUN	jour
,	PUNCT	,
fut	VERB	être
conseillé	VERB	conseillier
un	DET	un
arrest	NOUN	arrêt
sur	ADP	sur
un	DET	un
cas	NOUN	cas
de	ADP	de
faulseté	NOUN	fauleté
,	PUNCT	,
dont	PRON	dont
le	DET	le
registre	VERB	régiter
fut	VERB	être
fait	VERB	faire
par	ADP	par
maistre	NOUN	maître
J	PRON	je
.	PUNCT	.
de	ADP	de
Cessieres	NOUN	cesser
,	PUNCT	,
graphier	VERB	grapier
criminel	NOUN	criminel
,	PUNCT	,
et	CCONJ	et
fu	VERB	estre
parlé	VERB	parler
d'	ADP	de
aucunes	DET	aucun
choses	NOUN	chose
touchant	VERB	toucher
l'	DET	le
onneur	NOUN	honneur
de	ADP	de
la	DET	le
Court	VERB	cour
.	PUNCT	.
Juesdi	PROPN	jesir
,	PUNCT	,
XVJe	ADJ	sivre
jour	NOUN	jour
de	ADP	de
fevrier	VERB	fervir
.	PUNCT	.
Ce	PRON	ce
jour	NOUN	jour
,	PUNCT	,
fut	VERB	être
plaidoiée	NOUN	plaider
une	DET	un
cause	NOUN	cause
d'	ADP	de
appel	NOUN	appeler
d'	ADP	de
entre	ADP	entre
maistre	NOUN	maître
Jehan	PROPN	jean
d'	ADP	de
Aigny	PROPN	aigni
,	PUNCT	,
contreroleur	NOUN	contreuvarse
de	ADP	de
la	DET	le
Chambre	NOUN	chambre
aux	ADP.DET	à.le
Deniers	PROPN	denier
,	PUNCT	,
appelant	VERB	appeler
des	ADP.DET	de.le
gens	NOUN	gens
de	ADP	de
la	DET	le
Chambre	NOUN	chambre
des	ADP.DET	de.le
Comptes	NOUN	compte
,	PUNCT	,
d'	ADP	de
une	DET	un
part	NOUN	part
,	PUNCT	,
et	CCONJ	et
maistre	NOUN	maître
Aymery	PROPN	aimer
Tesson	NOUN	tesson
,	PUNCT	,
partie	NOUN	partie
intimée	NOUN	intimer
,	PUNCT	,
d'	ADP	de
autre	ADJ	autre
part	NOUN	part
,	PUNCT	,
pour	ADP	pour
cause	NOUN	cause
de	ADP	de
ce	PRON	ce
que	SCONJ	que
ledit	DET	ledit
d'	ADP	de
Aigny	PROPN	aigni
se	PRON	se
disoit	VERB	dire
avoir	VERB	avoir
lettres	NOUN	lettre
,	PUNCT	,
par	ADP	par
lesquelles	DET	lequel
le	DET	le
Roy	NOUN	roi
lui	PRON	lui
donnoit	VERB	donner
les	DET	le
gages	NOUN	gage
de	ADP	de
clerc	NOUN	clerc
de	ADP	de
la	DET	le
Chambre	NOUN	chambre
des	ADP.DET	de.le
Comptes	NOUN	compte
que	SCONJ	que
tenoit	VERB	tenir
maistre	NOUN	maître
Raoul	PROPN	raoul
Witart	PROPN	wettre
,	PUNCT	,
et	CCONJ	et
lieu	NOUN	lieu
à	ADP	à
seoir	VERB	sëoir
en	ADP	en
haut	ADJ	haut
avec	ADP	avec
les	DET	le
maistres	NOUN	maître
d'	ADP	de
icelle	DET	cil
Chambre	NOUN	chambre
,	PUNCT	,
et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
à	ADP	à
la	DET	le
presentation	NOUN	presenter
d'	ADP	de
icelles	DET	cil
lettres	NOUN	lettre
et	CCONJ	et
à	ADP	à
requerir	VERB	requerre
l'	DET	le
enterinement	NOUN	enterner
en	ADP	en
ycelle	DET	cil
Chambre	NOUN	chambre
ledit	DET	ledit
Tesson	NOUN	tesson
s'	DET	soi
opposa	VERB	opposer
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
,	PUNCT	,
les	DET	le
parties	NOUN	partie
oyes	NOUN	öir
,	PUNCT	,
tandem	VERB	tendre
fut	VERB	être
dit	VERB	dire
par	ADP	par
lesdictes	DET	ledit
gens	NOUN	gens
que	SCONJ	que
les	DET	le
lettres	NOUN	lettre
d'	ADP	de
Aigny	PROPN	aigni
ne	ADV	ne
seroient	VERB	être
pas	NOUN	pas
enterinées	NOUN	enterner
,	PUNCT	,
mais	NOUN	mais
adjugerent	VERB	adjéjourder
audit	ADV	à.ledit
Tesson	NOUN	tesson
,	PUNCT	,
qui	PRON	qui
estoit	VERB	estre
clerc	NOUN	clerc
de	ADP	de
ladicte	DET	ledit
Chambre	NOUN	chambre
paravant	NOUN	paravant
extraordinaire	NOUN	extraindre
,	PUNCT	,
lesdiz	DET	ledit
gages	NOUN	gage
,	PUNCT	,
il	PRON	il
en	ADP	en
apela	VERB	apeler
à	ADP	à
la	DET	le
Court	VERB	cour
,	PUNCT	,
et	CCONJ	et
ladicte	DET	ledit
cause	NOUN	cause
plaidoiée	NOUN	plaider
bien	NOUN	bien
longuement	ADV	longuement
,	PUNCT	,
comme	SCONJ	comme
puet	VERB	pöoir
apparoir	VERB	apparoir
ou	CCONJ	ou
registre	VERB	régiter
des	ADP.DET	de.le
Plaidoiries	PROPN	plaidir
,	PUNCT	,
ce	PRON	ce
present	NOUN	présent
jour	NOUN	jour
fut	VERB	être
appoinctié	VERB	appointer
au	ADP.DET	a.le
Conseil	NOUN	conseil
.	PUNCT	.
Et	CCONJ	et
s'	DET	soi
efforcerent	VERB	efforcer
lesdictes	DET	ledit
gens	NOUN	gens
par	ADP	par
moult	ADV	moult
de	ADP	de
manieres	NOUN	manière
,	PUNCT	,
nonobstant	DET	nonobstant
qu'	SCONJ	que
elle	PRON	elle
soit	VERB	estre
capital	NOUN	captil
et	CCONJ	et
souverainne	ADJ	souverain
de	ADP	de
tout	DET	tout
le	DET	le
royaume	NOUN	royaume
et	CCONJ	et
unique	DET	unque
,	PUNCT	,
d'	ADP	de
empescher	NOUN	empêcher
qu'	SCONJ	que
elle	PRON	elle
n'	ADV	ne
eust	VERB	avoir
la	DET	le
cognoiscence	NOUN	consagner
tant	ADV	tant
par	ADP	par
une	DET	un
maniere	NOUN	manière
qui	PRON	qui
est	VERB	estre
touchée	VERB	toucher
le	DET	le
lundi	NOUN	lundi
XXXe	DET	vingt-quant
de	ADP	de
janvier	NOUN	janifer
cy-dessus	NOUN	cisdon
,	PUNCT	,
comme	SCONJ	comme
d'	ADP	de
aler	VERB	aler
à	ADP	à
nos	PRON	nos
seigneurs	NOUN	seigneur
les	DET	le
ducs	NOUN	duc
Berry	PROPN	berry
,	PUNCT	,
Bourgoigne	PROPN	bourgogne
,	PUNCT	,
oncles	NOUN	oncle
,	PUNCT	,
et	CCONJ	et
Orleans	PROPN	orlenail
,	PUNCT	,
frere	NOUN	frere
du	ADP.DET	de.le
Roy	NOUN	roi
nostre	DET	notre
Sire	NOUN	seignor
,	PUNCT	,
qui	PRON	qui
pour	ADP	pour
ce	PRON	ce
temps	NOUN	temps
estoit	VERB	estre
tenu	VERB	tenir
de	ADP	de
grieve	VERB	grever
maladie	ADJ	maladen
,	PUNCT	,
dont	PRON	dont
Diex	PROPN	dieu
par	ADP	par
sa	DET	son
grace	NOUN	grace
le	DET	le
vueille	NOUN	vouloir
delivrer	VERB	delivrer
,	PUNCT	,
et	CCONJ	et
soy	PRON	soi
efforcer	VERB	efforcer
devers	ADP	devers
eulz	PRON	eux
de	ADP	de
empescher	NOUN	empêcher
ladicte	DET	ledit
cognoissence	NOUN	connaissance
,	PUNCT	,
comme	SCONJ	comme
mesme	ADJ	même
,	PUNCT	,
par	ADP	par
ce	PRON	ce
que	SCONJ	que
hier	ADV	ier
au	ADP.DET	a.le
soir	NOUN	soir
lesdictes	DET	ledit
gens	NOUN	gens
des	ADP.DET	de.le
Comptes	NOUN	compte
firent	VERB	faire
commandement	NOUN	commandement
,	PUNCT	,
à	ADP	à
C	PRON	ce
ou	CCONJ	ou
L	DET	.le
mars	NOUN	marc
d'	ADP	de
argent	NOUN	argent
,	PUNCT	,
audit	ADV	à.ledit
d'	ADP	de
Aigny	PROPN	aigni
que	SCONJ	que
à	ADP	à
ce	PRON	ce
matin	NOUN	matin
fust	VERB	estre
en	ADP	en
ladicte	DET	ledit
Chambre	NOUN	chambre
des	ADP.DET	de.le
Comptes	NOUN	compte
,	PUNCT	,
pour	ADP	pour
rendre	VERB	rendre
compte	NOUN	compte
avec	ADP	avec
le	DET	le
maistre	NOUN	maître
de	ADP	de
la	DET	le
Chambre	NOUN	chambre
aux	ADP.DET	à.le
Deniers	PROPN	denier
,	PUNCT	,
et	CCONJ	et
semble	NOUN	sembler
qu'	SCONJ	que
il	PRON	il
eust	VERB	avoir
esté	VERB	être
avisé	NOUN	aviser
de	ADP	de
fait	VERB	faire
,	PUNCT	,
afin	NOUN	afin
ou	CCONJ	ou
qu'	SCONJ	que
il	PRON	il
encheust	VERB	enchëon
en	ADP	en
ycelle	DET	cil
peinne	NOUN	peine
,	PUNCT	,
s'	DET	soi
il	PRON	il
venoit	VERB	venir
à	ADP	à
faire	VERB	faire
plaider	VERB	plaider
sa	DET	son
cause	NOUN	cause
et	CCONJ	et
avoir	VERB	avoir
audience	NOUN	audicenir
,	PUNCT	,
ou	CCONJ	ou
,	PUNCT	,
s'	DET	soi
il	PRON	il
voloit	VERB	voloir
aler	VERB	aler
à	ADP	à
ladicte	DET	ledit
Chambre	NOUN	chambre
pour	ADP	pour
eviter	VERB	éviter
ycelle	DET	cil
peinne	NOUN	peine
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
perdist	VERB	perdre
son	DET	son
audience	NOUN	audicenir
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
entre	ADP	entre
deuz	ADJ	devoir
fust	VERB	estre
apportée	VERB	apporter
une	DET	un
lettre	NOUN	lettre
de	ADP	de
la	DET	le
Chancellerie	PROPN	chanceleler
pour	ADP	pour
delaier	VERB	delaiier
la	DET	le
cause	NOUN	cause
à	ADP	à
XVe	ADJ	sivre
,	PUNCT	,
qui	PRON	qui
après	ADV	après
fu	VERB	estre
apportée	VERB	apporter
,	PUNCT	,
et	CCONJ	et
par	ADP	par
ainsy	ADV	ainsi
ledit	DET	ledit
d'	ADP	de
Aigny	PROPN	aigni
incideret	NOUN	inctendre
in	PRON	in
Scillam	VERB	sillamme
,	PUNCT	,
cupiens	NOUN	coupin
vitare	NOUN	vitre
Caripdim	NOUN	cartin
.	PUNCT	.
Lequel	DET	lequel
Aigny	PROPN	aigni
vint	VERB	venir
en	ADP	en
la	DET	le
Chambre	NOUN	chambre
de	ADP	de
Parlement	NOUN	parlement
au	ADP.DET	a.le
matin	NOUN	matin
,	PUNCT	,
entre	ADP	entre
VJ	DET	six
et	CCONJ	et
VIJ	DET	sept
heures	NOUN	heure
,	PUNCT	,
en	ADP	en
requerant	VERB	requerre
remede	VERB	remete
ou	CCONJ	ou
provision	NOUN	provoisin
,	PUNCT	,
attendu	VERB	attendre
le	DET	le
commendement	NOUN	commandement
à	ADP	à
lui	PRON	lui
fait	VERB	faire
dessusdit	NOUN	dessus-dit
,	PUNCT	,
pour	ADP	pour
quoy	PRON	quoi
la	DET	le
Court	VERB	cour
,	PUNCT	,
qui	PRON	qui
est	VERB	estre
benigne	ADJ	bengier
et	CCONJ	et
charitable	NOUN	charitable
et	CCONJ	et
juste	NOUN	juste
,	PUNCT	,
volans	NOUN	voler
le	DET	le
rendre	VERB	rendre
obeissant	NOUN	obéir
aux	ADP.DET	à.le
dictes	VERB	dire
gens	NOUN	gens
des	ADP.DET	de.le
Comptes	NOUN	compte
,	PUNCT	,
attendu	VERB	attendre
son	DET	son
office	NOUN	office
,	PUNCT	,
volens	VERB	voloir
aussy	ADV	aussi
à	ADP	à
luy	PRON	lui
garder	VERB	garder
son	DET	son
interest	NOUN	interre
,	PUNCT	,
comme	SCONJ	comme
elle	PRON	elle
fait	VERB	faire
à	ADP	à
toute	DET	tout
personne	NOUN	personne
qui	PRON	qui
la	DET	le
requiert	VERB	requerre
,	PUNCT	,
lui	PRON	lui
octroya	VERB	octroyer
tantost	ADV	tantost
audience	NOUN	audicenir
.	PUNCT	.
Or	ADV	or
avint	VERB	avenir
que	SCONJ	que
,	PUNCT	,
sur	ADP	sur
la	DET	le
fin	NOUN	fin
des	ADP.DET	de.le
repliques	NOUN	réplusie
de	ADP	de
la	DET	le
cause	NOUN	cause
,	PUNCT	,
un	DET	un
secretaire	NOUN	secreter
du	ADP.DET	de.le
Roy	NOUN	roi
apporta	VERB	apporter
la	DET	le
lettre	NOUN	lettre
de	ADP	de
la	DET	le
Chancellerie	PROPN	chanceleler
pour	ADP	pour
delaier	VERB	delaiier
la	DET	le
cause	NOUN	cause
à	ADP	à
XVe	ADJ	sivre
,	PUNCT	,
maiz	NOUN	mais
c'	CCONJ	ce
estoit	VERB	estre
trop	ADV	trop
tart	ADV	tart
,	PUNCT	,
ainsy	ADV	ainsi
furent	VERB	estre
frustez	NOUN	fruster
lesdiz	DET	ledit
des	ADP.DET	de.le
Comptes	NOUN	compte
,	PUNCT	,
et	CCONJ	et
aussy	ADV	aussi
la	DET	le
cause	NOUN	cause
plaidée	NOUN	plaider
longuement	ADV	longuement
et	CCONJ	et
finée	NOUN	finer
;	PUNCT	;
ledit	DET	ledit
Aigny	PROPN	aigni
ala	VERB	aler
tout	DET	tout
à	ADP	à
point	NOUN	point
en	ADP	en
ladicte	DET	ledit
Chambre	NOUN	chambre
des	ADP.DET	de.le
Comptes	NOUN	compte
,	PUNCT	,
et	CCONJ	et
porta	VERB	porter
ses	DET	son
comptes	NOUN	compte
,	PUNCT	,
et	CCONJ	et
ne	ADV	ne
tint	VERB	tenir
pas	NOUN	pas
à	ADP	à
lui	PRON	lui
qu'	SCONJ	que
il	PRON	il
ne	ADV	ne
rendist	VERB	rendre
compte	NOUN	compte
,	PUNCT	,
et	CCONJ	et
si	ADV	si
fut	VERB	être
oy	VERB	öir
ceans	ADV	ceans
à	ADP	à
son	DET	son
audience	NOUN	audicenir
et	CCONJ	et
sa	DET	son
partie	NOUN	partie
adverse	NOUN	adverser
,	PUNCT	,
et	CCONJ	et
faillirent	VERB	falir
lesdictes	DET	ledit
gens	NOUN	gens
des	ADP.DET	de.le
Comptes	NOUN	compte
de	ADP	de
leur	DET	leur
entencion	NOUN	entention
,	PUNCT	,
et	CCONJ	et
par	ADP	par
ce	PRON	ce
defecerunt	VERB	défecer
scrutantes	ADJ	sranthuter
scrutinio	NOUN	surticinorit
,	PUNCT	,
et	CCONJ	et
aussy	ADV	aussi
veritas	NOUN	verité
rerum	VERB	reume
erroribus	ADV	reiuire
storum	VERB	sot
non	NOUN	nom
viciatur	NOUN	vicitaire
.	PUNCT	.
La	DET	le
cause	NOUN	cause
pourquoy	ADV	pourquoi
lesdiz	DET	ledit
des	ADP.DET	de.le
Comptes	NOUN	compte
ne	ADV	ne
weillent	VERB	haulierne
pas	NOUN	pas
que	SCONJ	que
la	DET	le
Court	VERB	cour
cognoisce	NOUN	conjagnon
de	ADP	de
telz	DET	tel
appeaulz	VERB	appeler
ne	ADV	ne
d'	ADP	de
autres	PRON	autre
aussy	ADV	aussi
d'	ADP	de
eulz	PRON	eux
,	PUNCT	,
car	CCONJ	car
il	PRON	il
se	PRON	se
voulsissent	VERB	voloir
maintenir	VERB	maintenir
exemps	NOUN	exemple
,	PUNCT	,
et	CCONJ	et
ont	VERB	avoir
à	ADP	à
amiz	NOUN	ami
et	CCONJ	et
favorables	NOUN	favorable
à	ADP	à
eulz	PRON	eux
grans	ADJ	grand
seigneurs	NOUN	seigneur
,	PUNCT	,
quia	VERB	coi
amici	NOUN	ami
mammone	NOUN	mammener
.	PUNCT	.
Vendredi	VERB	vendredi
,	PUNCT	,
XVIJe	ADJ	vingt-sif
jour	NOUN	jour
de	ADP	de
fevrier	VERB	fervir
.	PUNCT	.
Au	ADP.DET	a.le
jour	NOUN	jour
d'	ADP	de
ui	ADV	ui
,	PUNCT	,
a	ADP	a
ancores	NOUN	encore
esté	VERB	être
miz	NOUN	metre
suz	ADP	sous
l'	DET	le
arrest	NOUN	arrêt
d'	ADP	de
entre	ADP	entre
monsr	NOUN	monseigneur
de	ADP	de
Berry	PROPN	berry
,	PUNCT	,
d'	ADP	de
une	DET	un
part	NOUN	part
,	PUNCT	,
et	CCONJ	et
le	DET	le
sr	ADP	sor
de	ADP	de
Chauvigny	PROPN	chauvanin
,	PUNCT	,
d'	ADP	de
autre	ADJ	autre
part	NOUN	part
,	PUNCT	,
sur	ADP	sur
lequel	DET	lequel
avoient	VERB	avoir
esté	VERB	être
parti	VERB	partir
en	ADP	en
la	DET	le
Chambre	NOUN	chambre
des	ADP.DET	de.le
Enquestes	ADV	enqueste
et	CCONJ	et
puiz	NOUN	pöoir
iterum	VERB	itre
en	ADP	en
la	DET	le
Grant	ADJ	grant
Chambre	NOUN	chambre
,	PUNCT	,
et	CCONJ	et
demum	DET	demo
ce	PRON	ce
present	NOUN	présent
jour	NOUN	jour
,	PUNCT	,
ont	VERB	avoir
esté	VERB	être
XXX	DET	vingt-sin
d'	ADP	de
une	DET	un
oppinion	NOUN	opinion
ou	CCONJ	ou
XXXJ	DET	vingt--ble-ndre
d'	ADP	de
une	DET	un
autre	ADJ	autre
,	PUNCT	,
à	ADP	à
compter	VERB	contrempe
les	DET	le
oppinions	NOUN	opinion
de	ADP	de
messieurs	NOUN	messuit
qui	PRON	qui
les	DET	le
autres	PRON	autre
jours	NOUN	jour
cy	ADV	ci
devent	VERB	devant
en	ADP	en
dirent	VERB	dire
,	PUNCT	,
et	CCONJ	et
par	ADP	par
ce	PRON	ce
demeurent	VERB	demeurer
ancores	NOUN	encore
parti	VERB	partir
.	PUNCT	.
Jeudi	PROPN	jedit
,	PUNCT	,
XXIIJe	ADJ	vingt-quatre
jour	NOUN	jour
de	ADP	de
fevrier	VERB	fervir
.	PUNCT	.
Ce	PRON	ce
present	NOUN	présent
jour	NOUN	jour
,	PUNCT	,
en	ADP	en
plaidoiant	ADJ	plaidier
,	PUNCT	,
survint	VERB	survin
un	DET	un
secretaire	NOUN	secreter
du	ADP.DET	de.le
Roy	NOUN	roi
nostre	DET	notre
Sire	NOUN	seignor
appelé	VERB	appeler
Despeaux	NOUN	despeler
,	PUNCT	,
normant	ADJ	normer
ou	CCONJ	ou
mensoiz	NOUN	mener
,	PUNCT	,
qui	PRON	qui
apporta	VERB	apporter
une	DET	un
lettre	NOUN	lettre
royal	ADJ	royal
qui	PRON	qui
contenoit	VERB	contenir
in	PRON	in
substancia	VERB	substance
que	SCONJ	que
sur	ADP	sur
le	DET	le
plaidoié	NOUN	plaidier
d'	ADP	de
entre	ADP	entre
maistre	NOUN	maître
J	PRON	je
.	PUNCT	.
d'	ADP	de
Aigny	PROPN	aigni
,	PUNCT	,
contreroleur	NOUN	contreuvarse
de	ADP	de
la	DET	le
Chambre	NOUN	chambre
aux	ADP.DET	à.le
Deniers	PROPN	denier
,	PUNCT	,
appelant	VERB	appeler
des	ADP.DET	de.le
gens	NOUN	gens
de	ADP	de
la	DET	le
Chambre	NOUN	chambre
des	ADP.DET	de.le
Comptes	NOUN	compte
,	PUNCT	,
d'	ADP	de
une	DET	un
part	NOUN	part
,	PUNCT	,
et	CCONJ	et
maistre	NOUN	maître
Aymery	PROPN	aimer
Tesson	NOUN	tesson
,	PUNCT	,
partie	NOUN	partie
intimée	NOUN	intimer
d'	ADP	de
autre	ADJ	autre
part	NOUN	part
,	PUNCT	,
laquelle	DET	lequel
cause	NOUN	cause
et	CCONJ	et
plaidoié	NOUN	plaidier
estoit	VERB	estre
mise	VERB	metre
au	ADP.DET	a.le
Conseil	NOUN	conseil
par	ADP	par
appoinctement	NOUN	appointement
de	ADP	de
huy	ADV	ui
à	ADP	à
VIIJ	DET	huit
jours	NOUN	jour
,	PUNCT	,
ne	ADV	ne
procedassent	VERB	procéder
outre	ADP	outre
ne	ADV	ne
n'	ADV	ne
en	ADP	en
cognissent	VERB	consingte
,	PUNCT	,
et	CCONJ	et
ce	PRON	ce
avoient	VERB	avoir
empetré	VERB	emperter
aucuns	DET	aucun
de	ADP	de
ladicte	DET	ledit
Chambre	NOUN	chambre
des	ADP.DET	de.le
Comptes	NOUN	compte
,	PUNCT	,
de	ADP	de
laquelle	DET	lequel
l'	DET	le
un	DET	un
des	ADP.DET	de.le
principaulz	NOUN	principal
est	VERB	estre
l'	DET	le
evesque	NOUN	évêque
de	ADP	de
Bayeux	PROPN	beau
,	PUNCT	,
quia	VERB	coi
president	VERB	prendre
,	PUNCT	,
auquel	ADP.PRON	à.lequel
octroy	NOUN	octroy
furent	VERB	estre
presens	NOUN	présent
le	DET	le
sire	NOUN	seignor
de	ADP	de
Heugueville	NOUN	heugelois
,	PUNCT	,
messire	NOUN	seignor
Colart	PROPN	colart
de	ADP	de
Calleville	PROPN	callebler
et	CCONJ	et
autres	PRON	autre
,	PUNCT	,
signée	NOUN	signer
Despeaux	NOUN	despeler
,	PUNCT	,
et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
ceste	DET	cest
lettre	NOUN	lettre
estoit	VERB	estre
et	CCONJ	et
est	VERB	estre
telle	DET	tel
qu'	SCONJ	que
elle	PRON	elle
se	PRON	se
monstre	NOUN	montre
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
elle	PRON	elle
est	VERB	estre
ou	CCONJ	ou
tres	ADV	très
grant	ADJ	grant
prejudice	ADJ	prédudice
du	ADP.DET	de.le
Roy	NOUN	roi
,	PUNCT	,
de	ADP	de
la	DET	le
chose	NOUN	chose
publique	ADJ	public
,	PUNCT	,
in	PRON	in
similibus	ADJ	simblise
casibus	NOUN	chasseu
appellationum	VERB	appeler
,	PUNCT	,
veu	VERB	voir
que	SCONJ	que
la	DET	le
Court	VERB	cour
est	VERB	estre
capital	NOUN	captil
et	CCONJ	et
ordonnée	VERB	ordonner
pour	ADP	pour
faire	VERB	faire
raison	NOUN	raison
et	CCONJ	et
justice	NOUN	justicier
à	ADP	à
touz	DET	tout
sanz	ADP	sans
rien	NOUN	rien
excepter	VERB	excepter
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
c'	CCONJ	ce
estoit	VERB	estre
ou	CCONJ	ou
deshonneur	NOUN	desconnire
de	ADP	de
la	DET	le
Court	VERB	cour
,	PUNCT	,
fu	VERB	estre
parlé	VERB	parler
au	ADP.DET	a.le
Roy	NOUN	roi
de	ADP	de
par	ADP	par
aucuns	DET	aucun
de	ADP	de
messieurs	NOUN	messuit
de	ADP	de
la	DET	le
Court	VERB	cour
,	PUNCT	,
qui	PRON	qui
deffendi	VERB	défendre
hier	ADV	ier
que	SCONJ	que
la	DET	le
lettre	NOUN	lettre
dessus	ADV	dessus
dicte	VERB	dire
ne	ADV	ne
fust	VERB	estre
sellée	NOUN	sellement
,	PUNCT	,
et	CCONJ	et
non	NOUN	nom
obstant	NOUN	obterd
a	ADP	a
esté	VERB	être
seellée	VERB	scellée
,	PUNCT	,
se	PRON	se
sont	VERB	estre
levez	VERB	lever
environ	ADP	environ
IX	DET	isce
heures	NOUN	heure
et	CCONJ	et
sont	VERB	estre
allez	VERB	aller
devers	ADP	devers
le	DET	le
Roy	NOUN	roi
mes	DET	mais
seigneurs	NOUN	seigneur
de	ADP	de
la	DET	le
Court	VERB	cour
,	PUNCT	,
et	CCONJ	et
par	ADP	par
ainsy	ADV	ainsi
l'	DET	le
en	ADP	en
a	ADP	a
lessié	VERB	laissier
les	DET	le
Plaidoiries	PROPN	plaidir
,	PUNCT	,
où	ADV	où
pluseurs	DET	plusieurs
povres	ADJ	pauvre
et	CCONJ	et
bonnes	ADJ	bon
personnes	NOUN	personne
requeroient	VERB	requerre
et	CCONJ	et
requierent	VERB	requerre
avoir	VERB	avoir
audience	NOUN	audicenir
et	CCONJ	et
justice	NOUN	justicier
,	PUNCT	,
qui	PRON	qui
par	ADP	par
telles	DET	tel
besoignes	NOUN	besoignier
est	VERB	estre
empeschée	NOUN	empêcher
à	ADP	à
estre	VERB	estre
faicte	VERB	faire
,	PUNCT	,
non	NOUN	nom
pas	NOUN	pas
maintenant	ADV	maintenant
seulement	ADV	seulement
,	PUNCT	,
maiz	NOUN	mais
desja	ADP	desjas
par	ADP	par
pluseurs	DET	plusieurs
jours	NOUN	jour
,	PUNCT	,
tant	ADV	tant
de	ADP	de
Conseil	NOUN	conseil
où	ADV	où
povres	ADJ	pauvre
gens	NOUN	gens
deussent	VERB	devoir
avoir	VERB	avoir
esté	VERB	être
delivrées	VERB	delivrer
,	PUNCT	,
comme	SCONJ	comme
de	ADP	de
Plaidoiries	PROPN	plaidir
,	PUNCT	,
comme	SCONJ	comme
appert	ADJ	apparoir
par	ADP	par
le	DET	le
livre	NOUN	livre
du	ADP.DET	de.le
Conseil	NOUN	conseil
et	CCONJ	et
par	ADP	par
les	DET	le
registres	NOUN	régiter
,	PUNCT	,
et	CCONJ	et
par	ADP	par
aventure	NOUN	aventure
que	SCONJ	que
lesdiz	DET	ledit
des	ADP.DET	de.le
Comptes	NOUN	compte
ont	VERB	avoir
grans	ADJ	grand
amiz	NOUN	ami
qui	PRON	qui
puent	VERB	pouvoir
practiquer	VERB	praticut
ou	CCONJ	ou
practiquent	VERB	praticut
ce	PRON	ce
qui	PRON	qui
est	VERB	estre
dit	VERB	dire
de	ADP	de
Jhesucrist	PROPN	jésus-chir
:	PUNCT	:
Facite	VERB	faire
vobis	NOUN	vois
amicos	NOUN	amis
de	ADP	de
mammona	VERB	mamonmer
iniquitatum	VERB	inlition
.	PUNCT	.
Orsoit	PROPN	orise
adverti	VERB	avertir
que	SCONJ	que
justice	NOUN	justicier
ne	ADV	ne
sueffre	VERB	souffrir
et	CCONJ	et
à	ADP	à
ce	PRON	ce
que	SCONJ	que
dit	VERB	dire
Saint	ADJ	saint
Augustin	DET	augunidu
:	PUNCT	:
quod	CCONJ	que
sunt	VERB	être
regna	VERB	renger
nisi	NOUN	neuis
latrocinia	VERB	lartonin
perdita	VERB	perdre
justicia	VERB	justicier
.	PUNCT	.
Vendredi	VERB	vendredi
,	PUNCT	,
XXIIIJe	ADJ	vingt-quatre
jour	NOUN	jour
de	ADP	de
fevrier	VERB	fervir
,	PUNCT	,
festum	NOUN	féstume
beati	VERB	batre
Mathie	NOUN	mapité
apostoli	VERB	apostle
,	PUNCT	,
Curia	VERB	curir
vacat	VERB	vacat
