form	upos	lemma
cariteiz	NOUN	cartier
cariz	PROPN	caris
carkeront	VERB	carreche
carkierent	VERB	carrefoir
carkiés	NOUN	carresse
carloon	PROPN	carlon
carmele	NOUN	carmele
carmele	NOUN	charleme
carnail	NOUN	carnalin
carnals	NOUN	carnal
carniaus	ADJ	carnais
carnisque	ADJ	carnise
caro	PROPN	caro
caron	PROPN	caron
caroyne	NOUN	caroin
carpent	VERB	carten
carplus	NOUN	craples
carreau	NOUN	carreau
carreaulx	NOUN	carreaul
carrefour	NOUN	carrefour
carreganant	PROPN	carrenant
carriaus	NOUN	carrevoi
cars	CCONJ	cars
cars	NOUN	car
cartaige	PROPN	carthage
carus	PROPN	cars
carvele	NOUN	charlevel
carwein	PROPN	carantis
casaux	NOUN	chassel
caseaus	NOUN	casauve
casibus	NOUN	chasseu
cassées	NOUN	casser
cassenages	NOUN	cassage
caste	NOUN	caste
casteé	NOUN	caster
castelcombe	PROPN	castemble
castelens	PROPN	castelenil
castellains	PROPN	châtelain
castelle	NOUN	châtelle
castement	ADV	castement
casteté	NOUN	caster
castiaus	NOUN	castil
castiaux	NOUN	castil
castiax	NOUN	castile
castient	VERB	castine
castieras	VERB	chastelier
castille	NOUN	castille
castorem	NOUN	castore
castorium	PROPN	castorneu
castreit	VERB	castre
çasus	ADV	cas
catalan	PROPN	catalent
catellus	PROPN	catlel
cateneis	PROPN	catenent
caterine	PROPN	caterin
cathafriges	PROPN	catharne
cathalaunensis	PROPN	catenable
catharacte	NOUN	cataautre
catholica	VERB	cathalion
catholiques	NOUN	catoble
cathon	PROPN	caton
catuli	VERB	catil
catun	NOUN	caton
caucé	VERB	caufer
cauciés	VERB	caucer
caucion	NOUN	cauchin
caudiere	NOUN	caudere
cault	NOUN	caulet
caultes	NOUN	chaute
caunterbery	PROPN	carnetoune
caunterburs	PROPN	carnetune
caunterbury	PROPN	cautenuner
caupés	NOUN	cauper
caurras	PROPN	caros
çaüs	NOUN	çauve
causam	VERB	causemant
causée	NOUN	causeté
causelement	NOUN	causement
causeur	NOUN	causeur
cautelle	NOUN	chautel
cautelles	NOUN	chautel
cautement	ADV	cautement
caution	NOUN	catoint
cautions	NOUN	catoint
cavarom	PROPN	cavauron
cavate	VERB	chavatte
caveatis	NOUN	cavatier
caveax	NOUN	chavaile
cavillations	NOUN	califain
cayers	NOUN	chaire
cayfas	PROPN	chavaite
caÿfas	PROPN	chafeau
cayn	NOUN	cain
caÿn	NOUN	cant
cazopoly	PROPN	capotiol
cea	DET	ceau
ceainz	ADJ	ceindre
ceauls	NOUN	celau
ceaulx	NOUN	celai
cecile	DET	celice
cecille	DET	cilien
ceco	DET	cecer
cédes	PROPN	cate
cedit	DET	cedit
cédre	NOUN	cerdre
cedron	PROPN	cerdre
cedrón	PROPN	cerdre
ceduel	ADV	ceille
cédule	NOUN	coudel
cédulle	NOUN	coudelle
ceef	NOUN	ceif
ceeinz	NOUN	ceindre
ceil	PRON	cel
céiles	NOUN	chaille
ceinctes	VERB	centhe
ceinent	VERB	ceindre
ceingent	VERB	ceindre
ceinne	NOUN	ceindre
céint	ADJ	ceindre
ceínt	DET	ceindre
cejour	NOUN	cecordue
cél	NOUN	cel
celaisse	VERB	celaisse
celanz	NOUN	celant
celat	VERB	celat
céle	NOUN	celer
celebranda	VERB	celerbance
celebrando	NOUN	celerbance
celebrata	VERB	celerable
celebrée	VERB	celerhe
celebrees	VERB	celer
celebrées	VERB	celerhe
celebrér	VERB	celerier
celebrot	VERB	celer
celée	NOUN	celer
celéé	NOUN	celée
celéement	NOUN	celeement
celeré	VERB	celer
celeroi	VERB	celer
celers	NOUN	celer
céleste	NOUN	celer
celestial	NOUN	celet
celestielle	NOUN	celet
celestielles	NOUN	celet
celestielz	NOUN	celet
celét	VERB	celer
celéz	VERB	celé
celí	DET	cel
celice	NOUN	cil
celine	NOUN	celin
celir	VERB	cel
celledite	VERB	celtede
celler	VERB	celler
cellez	VERB	cil
celli	PRON	cel
cellier	VERB	ciller
cellomer	VERB	celer
celssus	DET	celsus
celúi	DET	cel
cely	PRON	cel
cely	DET	cel
cenastez	NOUN	cestanes
cendreus	NOUN	cendre
cenery	PROPN	cener
censíer	VERB	censer
cepelle	NOUN	cepelle
cependant	PROPN	cependant
cependant	NOUN	cependant
cependent	VERB	cependre
cephalonie	NOUN	chepelon
cephas	NOUN	chepa
cerberus	PROPN	cerber
cercelers	NOUN	cercelel
cercet	PROPN	cercef
cercet	VERB	cercef
cerchoyent	VERB	cerchier
cereti	VERB	certeie
ceréti	PROPN	certer
ceretí	PROPN	certer
cérf	NOUN	cerf
cerices	NOUN	cerchier
cerimonie	NOUN	cermein
cermeu	VERB	cerme
cernis	ADJ	cernin
cerno	PROPN	cernon
cerny	VERB	cernit
cérs	NOUN	cerf
cersuelle	NOUN	cersuble
certaignement	NOUN	certainement
certainnes	ADJ	certain
certan	ADJ	certain
certarum	VERB	certer
certayne	ADJ	certain
certaynement	NOUN	certainement
certeines	ADJ	certein
certeygnes	NOUN	certain
certeyn	ADJ	certein
certeynement	NOUN	certeinement
certiffication	NOUN	certïer
certiffie	NOUN	certifier
certiffié	NOUN	certifier
certiffiees	NOUN	certifier
certiffierent	VERB	certïer
certiffions	NOUN	certifier
certis	ADJ	certis
certys	ADJ	cert
cervelle	NOUN	cervelle
cervil	NOUN	cervil
cervole	NOUN	cervelos
cescune	DET	cesclon
cesdictes	ADJ	cestice
cesditz	ADJ	cestiz
cesille	PROPN	cisel
cessad	VERB	cesser
cessat	DET	cest
cesserat	VERB	cesser
cessèrent	VERB	cesser
cesset	DET	cest
cessieres	NOUN	cesser
cession	NOUN	cessin
cessions	NOUN	cessinon
cestassavoir	VERB	cessapant
cestedicte	NOUN	cestigne
cestedite	NOUN	cestine
cestre	DET	cest
cestresire	PROPN	cestrais
cestu	DET	cest
cestúi	DET	cest
cesty	DET	cest
cetera	VERB	ceter
ceteris	NOUN	ceter
cettedicte	NOUN	cettedenit
cettedite	ADJ	cettien
cetus	DET	cettu
ceur	NOUN	ceur
ceut	DET	coi
cevalcent	VERB	chevalin
cevalche	VERB	chevalcier
cevalchet	VERB	chevauchier
cevalchum	VERB	chevauchier
cevalciez	VERB	chevalic
cevauca	VERB	chevaucher
cevauce	NOUN	chevaucher
cevaucierent	VERB	chevauchier
cevaucoit	VERB	chevauchier
cevaux	NOUN	cheval
céz	NOUN	ce
chá	PRON	ce
chaaire	NOUN	chaiel
chaalons	PROPN	chalonal
chaar	NOUN	chara
chabennes	NOUN	chanbenence
chaçat	VERB	chacier
chaçer	VERB	charece
chacet	VERB	chacier
chacierres	NOUN	chacieres
chaciés	NOUN	chacier
chacïeux	ADJ	chevaucie
chaçoent	VERB	chavoir
chaçot	VERB	chacier
chaçout	ADV	chaceol
chacum	NOUN	chacun
chacung	NOUN	chacun
chacuns	DET	chacun
chador	PROPN	chacëor
chadorkeneneis	PROPN	cacencier
chadwaladres	PROPN	chadeladre
chadwalein	PROPN	chaledin
chadwallein	PROPN	chaledile
chadwan	PROPN	chandel
chaeient	VERB	chaiete
chael	NOUN	chale
chaenes	NOUN	chaine
cháénes	NOUN	chaine
chaer	VERB	chare
chaere	NOUN	chare
chaére	NOUN	caré
chai	NOUN	chai
chaïd	VERB	chëoir
chaie	NOUN	chaie
chaiene	NOUN	chainete
chaienes	NOUN	chainete
chaient	VERB	chainte
chaienz	NOUN	chainete
chaiers	NOUN	chaire
chaigne	NOUN	chaingne
chailleuz	NOUN	chaloir
chailly	VERB	chalin
chainettes	NOUN	chaitenier
chaineure	NOUN	chaniere
chaingnoit	VERB	chaingne
chaingny	PROPN	chaingnier
chaint	VERB	chaint
chainture	NOUN	chantir
chaïs	VERB	chëoir
chaist	VERB	chaistre
chaïst	VERB	chëoir
chait	VERB	chait
cháitifs	ADJ	chaitif
chaitífs	NOUN	chaitif
chaitivement	ADV	chaitifle
chaitivíer	VERB	chaitifle
chaitíviér	NOUN	chatifle
chaitivison	NOUN	chatifion
chaitivité	NOUN	chaitif
chaitivoisons	NOUN	chatifoin
chalangera	VERB	chalonger
chalaundres	NOUN	chalongle
chalazias	PROPN	chalatiau
chalcement	NOUN	calhement
chalcent	VERB	challer
chalcette	NOUN	chacter
chalciez	VERB	chalontic
chalcíez	VERB	chacler
chalcophonos	PROPN	chacholon
chaldéé	PROPN	caleder
chalengeit	NOUN	challer
chalengereit	VERB	chalonger
chaleur	NOUN	chaloir
chalewadres	PROPN	chaloble-ce-cale
chalist	VERB	challie
challeur	NOUN	chaloir
challoir	NOUN	chaloir
challoit	VERB	chaloir
challon	PROPN	chalon
chaloit	VERB	chaloir
chalon	PROPN	chalon
chalumeaulx	NOUN	chaullement
chalumeaux	NOUN	chaulement
chambellan	NOUN	chambellan
chambellans	NOUN	chambellanc
chambely	PROPN	chambelit
chamber	VERB	chamber
chamberlains	NOUN	chambelain
chamberlan	PROPN	chambelagne
chambrelens	NOUN	chambelles
chambrer	VERB	chambre
chambreres	NOUN	chambre
chambrettes	NOUN	chambret
chambriere	NOUN	chambre
chambrieres	NOUN	chambre
chambry	PROPN	chambri
chambur	NOUN	chambru
chamisae	VERB	chamester
chamoix	NOUN	chamelon
chamós	NOUN	champ
champaígne	NOUN	champagne
champaignoys	PROPN	champagnon
champáine	NOUN	champin
champaingne	PROPN	champagne
champangne	PROPN	champagne
champanie	NOUN	champaine
champanoys	NOUN	champagne
champdivers	NOUN	champeliteur
champe	NOUN	champe
champegnois	PROPN	champagne
champenoiz	NOUN	champelon
champenoys	NOUN	champaigne
champeus	NOUN	champel
champion	NOUN	champil
champpestre	NOUN	champtre
champt	NOUN	champte
chamsils	NOUN	champil
chanáán	PROPN	changlen
chanberleng	PROPN	chambelgnence
chancél	NOUN	chanceler
chancelle	NOUN	chancelier
chancellerie	PROPN	chanceleler
chancelliers	NOUN	chancelier
chancelloit	VERB	chanceller
chancéls	NOUN	chanceler
chanceon	NOUN	chancher
chanceons	NOUN	chancher
chanchon	NOUN	chanche
chançonnete	NOUN	chançoner
chançonnetes	NOUN	chançoner
chanczon	NOUN	chancher
chandeile	NOUN	chandelier
chandeille	NOUN	chandelier
chandeillete	NOUN	chandeletier
chandelábres	NOUN	chandeleur
chandeleur	NOUN	chandeleur
chandelure	NOUN	chandelune
chandole	NOUN	chandole
chánes	NOUN	chene
chaneus	NOUN	chanue
changea	VERB	changer
changeant	VERB	changer
changee	VERB	changer
changemens	NOUN	changemenne
changeoient	VERB	changëoine
changeray	VERB	changier
changereiz	VERB	changier
changèrent	VERB	changer
changeur	NOUN	changuer
changeurs	NOUN	changuer
changot	NOUN	changer
chanlant	VERB	chantel
chánnes	NOUN	chene
chanoinne	NOUN	canoine
chanoinnes	NOUN	chanoine
chanons	NOUN	chanoin
chanoyne	NOUN	chanoine
chanpaignes	NOUN	champagne
chansel	NOUN	chansel
chanseller	VERB	chanseller
chansiaux	ADJ	chanselion
chanson	NOUN	chanson
chansonnette	PROPN	chanolent
chansonnettes	NOUN	chanser
chansons	NOUN	chanson
chanssel	NOUN	chansel
chantad	VERB	chander
chantans	NOUN	chanter
chantat	VERB	chanter
chantay	VERB	chanter
chanted	VERB	chanter
chantée	VERB	chanter
chantées	VERB	chanter
chanteirs	NOUN	chanter
chantepleure	NOUN	chanteler
chanteprime	NOUN	chantharte
chanteray	VERB	chanter
chanters	NOUN	chanter
chanteür	ADJ	chantëor
chanteürs	NOUN	chantëor
chantout	NOUN	chanter
chanuine	ADJ	chanuine
chanuines	NOUN	chanuine
chanville	NOUN	chanceline
chaoie	NOUN	chëoir
chaoient	VERB	chaïent
chaooient	VERB	chëoir
chapeaulx	NOUN	chapelail
chapeaus	NOUN	chapeau
chapelein	NOUN	chapelier
chapeleyn	NOUN	chapelain
chapellette	NOUN	chapellete
chaperoun	NOUN	chaperon
chaperunee	NOUN	chaperonepe
chapiaus	NOUN	chapeloi
chapistres	NOUN	chapitre
chapitaine	NOUN	chatinetier
chapitaines	NOUN	chatinetier
chapitanie	NOUN	chapitaine
chapitral	NOUN	chapitre
chapitrals	NOUN	chapitre
chapleis	NOUN	chapleil
chappe	NOUN	chappe
chappeau	NOUN	chapelor
chappel	NOUN	chapel
chappellain	NOUN	chapellan
chappellains	NOUN	chapellant
chappelle	NOUN	chapelle
chappellerie	NOUN	capeller
chappelles	NOUN	chapelle
chappellette	NOUN	chapelter
chappellettes	NOUN	chapelter
chapperon	NOUN	chaperon
chapperons	NOUN	chaperon
chappitre	NOUN	chapitre
chappitres	NOUN	chapitre
chappon	NOUN	chapon
chapron	NOUN	chapron
chapse	NOUN	chape
charbonné	VERB	charbonne
charbouns	NOUN	charbon
chardin	ADJ	chairin
chardinals	NOUN	chardinal
chardurolez	NOUN	chardole
chardyn	ADJ	chardin
chare	NOUN	chare
charente	PROPN	charente
charenton	NOUN	charenton
charere	NOUN	charre
charete	NOUN	charte
charette	NOUN	charte
charetters	NOUN	charteste
charettes	NOUN	charteset
charga	VERB	charger
chargad	VERB	chardage
chargans	NOUN	chargan
chargay	VERB	chargier
chargea	VERB	charger
chargeant	VERB	charger
chargee	VERB	charger
chargeoit	VERB	charger
chargeours	NOUN	carhoge
charger	VERB	charger
chargerent	VERB	charger
chargerunt	VERB	carremagn
chargie	VERB	chargier
chargiés	NOUN	chargier
chargni	PROPN	chargin
chargoient	VERB	charger
chargoit	VERB	chargier
charios	NOUN	chariois
charitee	VERB	charite
charitei	VERB	charité
charitez	NOUN	charité
charlemaine	NOUN	charlemalier
charlemainne	PROPN	charlemance
charlon	PROPN	charles
chármes	NOUN	chrem
charneilment	NOUN	charinelement
charnellement	NOUN	charlement
charneulx	ADJ	charnelle
charneument	NOUN	charnement
charoigne	NOUN	charoinge
charoignes	NOUN	charoinse
charoingne	NOUN	charoinge
charolois	PROPN	charolais
charoloys	PROPN	charolais
charpeigny	PROPN	charpinal
charpenteríe	NOUN	charpenter
charpentíers	NOUN	charpenter
charra	VERB	charre
charrad	VERB	charrad
charras	NOUN	charre
charreage	NOUN	charrage
charrettes	NOUN	charrete
charrey	NOUN	charre
charriotz	NOUN	charroit
charroierresse	NOUN	charreterie
charrolois	PROPN	charolais
charroloy	PROPN	charolais
charroloys	PROPN	charolais
charroyer	NOUN	charroise
charrunt	ADJ	charroi
chartein	PROPN	charte
chartrous	NOUN	charoteur
charue	NOUN	charle
charues	NOUN	charles
chasce	NOUN	chasse
chasces	NOUN	chasse
chaschun	NOUN	chascun
chaschun	PROPN	chascun
chaschune	NOUN	chascun
chaschuns	NOUN	chascun
chaschuns	PROPN	chascun
chascúne	DET	chascenche
chascunes	DET	chascun
chasie	NOUN	chaisie
chasiz	NOUN	chaisir
chaskejurnel	NOUN	chasquesure
chasqu	DET	chasque
chassemarée	VERB	chasserage
chasserent	VERB	chasser
chasseresses	NOUN	chasser
chasseur	NOUN	chasser
chasseurs	NOUN	chasser
chasséz	NOUN	chasser
chastaé	VERB	chaster
chastaus	NOUN	château
chasté	NOUN	chaster
chasteals	NOUN	château
chasteau	NOUN	château
chasteau-de-vire	VERB	châteaune-daut
chasteau-gontier	PROPN	chasteaunaut
chasteaulx	NOUN	château
chasteaulz	NOUN	château
chasteauvillain	PROPN	chastelain
chasteaux	PROPN	château
chasteaux	NOUN	château
chasteaz	VERB	chaster
chasteillon-sur-louen	PROPN	castalinom
chasteldunc	PROPN	chasteland
chastelguyon	PROPN	chastiglan
chastellain	NOUN	châtelain
chastellains	NOUN	châtelain
chastellenie	NOUN	châtelain
chastellenies	NOUN	châtelain
chastellet	PROPN	châtelet
chastellier	VERB	chasteller
chasteulx	NOUN	chastel
chastez	VERB	chaste
chastiait	VERB	chastiier
chastiau	NOUN	chastel
chastiau-landon	PROPN	castantion
chastiaulx	NOUN	chastel
chastiau-nuef	PROPN	chastelain
chastiaux	NOUN	chastel
chastíed	NOUN	château
chastiee	NOUN	chastiier
chastiel	NOUN	chastel
chastiels	NOUN	chastel
chastillon	PROPN	chastille
chastoier	NOUN	chaster
chastoiéz	NOUN	chaster
chastoy	NOUN	chaste
chastrangonnois	PROPN	chastonnagl
chastrys	NOUN	chastir
chatainne	NOUN	chatenin
chatainnes	NOUN	chatenante
chateaulx	NOUN	chateleau
chateus	NOUN	chateux
chateux	NOUN	chatel
chatte	VERB	chate
chatwalein	PROPN	chapeltain
chatwan	PROPN	chatenant
chaü	NOUN	chëoir
chauciéz	NOUN	chaucier
chaüd	VERB	chait
chaudement	NOUN	cautement
chaudra	VERB	chardur
chaudroit	NOUN	chardoit
chaudron	NOUN	chaudon
chaudrons	NOUN	chardus
chaufenous	NOUN	chaufonne
chauffée	NOUN	chauffer
chauffer	NOUN	chauffer
chaufont	NOUN	chocer
chaulde	NOUN	chaude
chauldes	NOUN	chaude
chauldroit	NOUN	chaloir
chaule	PROPN	chaule
chaulmont	PROPN	chaument
chauls	NOUN	chaloir
chaulsist	VERB	chaloir
chault	NOUN	chaloir
chault	PROPN	chaloir
chaumont	ADV	chaument
chaunbre	NOUN	chambrun
chaunbrere	NOUN	chamberque
chaunçon	NOUN	chanuçon
chaundelabre	NOUN	chandoleau
chaundelle	NOUN	chandule
chaundlers	NOUN	chandolun
chauns	NOUN	chanu
chauntz	VERB	chantor
chaurre	NOUN	charuer
chause	NOUN	chause
chausemblez	VERB	chaucement
chausez	NOUN	chauset
chausist	VERB	chastur
chausse	NOUN	chausse
chausses	NOUN	chausse
chauvigny	PROPN	chauvanin
chaux	NOUN	chaloir
chavax	NOUN	chaval
chay	NOUN	chëoir
chayenne	NOUN	chainene
chayennes	NOUN	chainene
chayere	NOUN	chaire
chaynes	NOUN	chainse
chazot	NOUN	chate
cheans	NOUN	chain
cheant	VERB	chëant
checung	NOUN	checun
ched	NOUN	ce
chedent	VERB	chaindre
chedet	NOUN	chëoir
chee	NOUN	che
cheent	VERB	chëoir
cheet	VERB	chëoir
chefz	NOUN	chef
chei	NOUN	chëoir
cheï	VERB	chëoir
cheier	ADJ	chaire
cheingni	PROPN	chenine
cheinses	NOUN	chainse
cheir	ADJ	chair
cheïr	VERB	chëoir
cheirent	VERB	chaire
cheïrent	VERB	chëoir
cheise	NOUN	chaiste
cheist	VERB	chaire
cheïst	VERB	chëoir
cheit	VERB	chëoir
cheitife	ADJ	chaitif
cheitifs	ADJ	chaitif
cheldric	NOUN	cherdicul
chelee	NOUN	chelee
chelidonius	PROPN	chelinon
chelles	DET	chelle
chelonitis	PROPN	chelonnier
cheluy	ADJ	chil
chely	PRON	chil
chemberiere	NOUN	chamberiere
chembre	NOUN	chembre
chemené	VERB	cheminer
chemeney	VERB	cheminer
chemesez	NOUN	chemiee
chemín	DET	chemin
cheminoye	NOUN	cheminer
chemvre	NOUN	chermever
chemy	NOUN	chemi
chemy	VERB	chemil
chemyna	VERB	cheminer
chemyns	NOUN	chemin
chemyse	NOUN	chemise
chenaz	VERB	chanier
chendal	ADJ	chandel
chentisme	NOUN	chentigne
chenue	NOUN	chenu
cheoient	VERB	chëoir
cheoit	VERB	chëoir
chera	VERB	chëor
cherbons	NOUN	cherbon
cherchant	ADJ	chercher
cherchoient	VERB	cherchier
chère	NOUN	chère
cheretees	NOUN	cheretete
chereton	NOUN	chëoir
cherfs	NOUN	cherf
cheri	NOUN	cher
cherja	VERB	chergier
cherment	ADV	cherment
chernyn	NOUN	chernin
cherra	VERB	charre
cherrai	VERB	charir
cherroit	NOUN	chëoir
cherront	NOUN	chorre
cherstien	NOUN	charitis
chertainnement	NOUN	chertain
cherubín	NOUN	cherbuchier
cherubíns	ADJ	cherbuche
cherun	PROPN	cher
chery	NOUN	cher
chese	NOUN	chef
chet	VERB	chëoir
chet	DET	chëoir
cheté	NOUN	chëoir
chétif	NOUN	chaitif
chetifs	ADJ	chaitif
chetifz	ADJ	chaitif
chetiveté	NOUN	chevettre
chetiz	DET	chaitif
cheual	NOUN	chelel
cheualchant	VERB	chelhubal
cheualier	NOUN	chelaille
cheualiers	NOUN	chelaille
cheualz	NOUN	chëoil
cheuaz	ADJ	chëoir
cheues	NOUN	chele
cheües	NOUN	chëoir
cheuestre	NOUN	cherelet
cheulx	DET	cil
cheussent	VERB	chesser
cheut	VERB	chëoir
cheutte	ADJ	choiter
chevál	NOUN	cheval
chevalchat	VERB	chevauchier
chevalchereiz	VERB	chevauchier
chevalchoent	VERB	chevauchier
chevalchoent	PROPN	chevauchier
chevalchot	NOUN	chevauchier
chevalereus	NOUN	chevalerie
chevalereuse	NOUN	chevaucher
chevalereuses	NOUN	chevaucher
chevalereux	NOUN	chevalerie
chevaleríe	NOUN	chevalerie
chevalerye	NOUN	chevalerie
chevaleureuses	NOUN	chevaucher
chevalíers	NOUN	chevalier
chevalierz	NOUN	chevalier
chevallerie	NOUN	chevalier
cheváls	NOUN	chevel
chevalx	NOUN	cheval
chevalzt	NOUN	chevalier
chevanche	NOUN	chevalier
chevaucent	VERB	chevaucher
chevaucerent	VERB	chevaucher
chevauchë	NOUN	chevauchier
chevaucherent	VERB	chevaucher
chevauchèrent	VERB	chevaucher
chevaucheur	NOUN	chevauchier
chevaucheures	NOUN	chevaucheur
chevauchiés	NOUN	chevauchier
chevauchions	NOUN	chevauchier
chevauchoyent	VERB	chevaucher
chevauchoyt	VERB	chevauchier
chevauçoit	NOUN	chevauchier
chevauçons	NOUN	chevauchier
chevaulcha	VERB	chevauchier
chevaulchèrent	VERB	chevaucher
chevaulchier	VERB	chevauchier
chevaulchiés	NOUN	chevauchier
chevaulz	NOUN	cheval
chevaux	NOUN	cheval
chevelz	NOUN	chevele
chevenon	NOUN	chevenche
chevere	NOUN	cheverce
cheverelx	NOUN	cheveler
cheverin	NOUN	chevelir
cheveróls	NOUN	cheveler
chevetaing	NOUN	chevalier
chevetainnes	NOUN	chevalier
chevetaygne	NOUN	chevaleté
chevetaynne	NOUN	chevalier
cheveulx	NOUN	chevelu
cheveulz	NOUN	chevelu
cheveux	NOUN	chevel
cheveuz	NOUN	chevelu
chevex	NOUN	chevel
chevialz	NOUN	chevalier
cheviaus	NOUN	chevalier
chevira	VERB	chevir
chevirent	VERB	chevire
cheviroie	NOUN	chevire
chevochoient	VERB	chevauchier
chevous	NOUN	chevel
chevoyls	NOUN	cheval
chevre	NOUN	chevre
chevreaus	NOUN	cheveure
chevres	NOUN	chevre
chevresons	NOUN	cheverson
chevrettes	NOUN	chervette
chevretz	NOUN	chevrier
chevriau	NOUN	chevrier
chevrol	NOUN	chevroil
chevy	NOUN	chevi
chex	DET	cel
chey	NOUN	chëoir
cheÿ	VERB	che
cheyer	ADJ	chëoir
cheyrent	VERB	chëoir
cheyres	NOUN	chaire
cheytyvetee	NOUN	chevaltetier
chice	NOUN	ciche
chiechies	NOUN	chichele
chiedent	VERB	chief
chiee	NOUN	chëoir
chieent	VERB	chëoir
chíef	NOUN	chef
chiefs	NOUN	chief
chiéfs	NOUN	chief
chiefz	NOUN	chief
chiel	NOUN	ciel
chiele	NOUN	chiel
chíeles	NOUN	chelel
chiéles	NOUN	chielle
chielt	ADJ	chiel
chienés	NOUN	chienes
chienne	NOUN	chiene
chiennes	NOUN	chienes
chière	ADJ	chier
chierebourg	NOUN	cherbolhëon
chierie	NOUN	chiere
chierment	NOUN	chierement
chierra	VERB	chiere
chíers	NOUN	cher
chiét	NOUN	chëoir
chieulx	ADJ	cil
chieus	NOUN	cil
chievetaine	NOUN	chevalier
chièvres	NOUN	cherfes
chiex	DET	chiel
chifornia	VERB	chesfortion
chifornia	PROPN	chieforniz
chifrés	NOUN	chiefser
childebert	PROPN	ciladier
childeric	PROPN	chilicatier
childerich	PROPN	chilication
chilz	NOUN	chil
chimay	PROPN	chimay
chinoneis	PROPN	chanoine
chippre	NOUN	chippip
chippre	ADJ	chipart
chippriens	NOUN	chipipper
chipre	NOUN	chipre
chire	NOUN	chire
chiron	PROPN	chiron
chistiax	ADJ	chastil
chivache	NOUN	chilache
chivaché	NOUN	chilache
chivachent	VERB	chilache
chivacherai	VERB	chevauchier
chivacherés	NOUN	chilacheau
chivachont	VERB	chilache
chivachs	NOUN	chicachier
chivachx	NOUN	chilache
chivailier	NOUN	chilifain
chivailieresse	NOUN	chilifape
chivalche	NOUN	chilache
chivalcherez	VERB	chilacaier
chivaler	NOUN	chilapel
chivalers	NOUN	chilapel
chivalier	NOUN	chilaif
chivalle	NOUN	chilable
chivals	NOUN	chilais
chivaus	NOUN	chila
chiveulx	NOUN	cicel
chiveux	NOUN	chiefle
chiviere	NOUN	chieflier
chobór	PROPN	chobri
chocez	VERB	cochie
choché	NOUN	choche
chocherent	VERB	couchier
choe	NOUN	choir
choer	NOUN	choir
choï	NOUN	choir
choisirent	VERB	choirir
choisiroient	VERB	coisir
choisiroit	VERB	choirir
choisissent	VERB	choisine
choisist	VERB	choir
choistes	NOUN	choistre
chomin	NOUN	chomin
chopyn	NOUN	chompie
chopyne	NOUN	chompie
choramin	NOUN	charoinge
choseir	VERB	choser
chouecte	NOUN	couchier
choulx	NOUN	chuloir
chouse	NOUN	choue
chouses	NOUN	chousse
chousetes	NOUN	chosete
choux	NOUN	chel
choy	NOUN	choir
choze	NOUN	chote
chrestian	NOUN	chrétien
christ	PROPN	christ
christi	PROPN	christier
christienne	NOUN	chrisienttre
christiens	NOUN	chrisier
christiien	NOUN	chrisient
christofle	PROPN	chrétieux
christum	PROPN	christ
christus	PROPN	christue
chrodebert	PROPN	cardquerdire
chrodobert	PROPN	corbredir
chronique	NOUN	chronique
chroniques	ADJ	corschantis
chryselectrum	PROPN	cristumettre
chrysolithus	PROPN	chrïoissaus
chrysoprasus	ADJ	chroprestre
chut	VERB	cui
chutá	VERB	cuidier
chutrin	ADJ	courit
chymmyn	NOUN	chimmin
chymynant	VERB	chiminte
chymyne	NOUN	chimpien
chyne	NOUN	chine
chynon	PROPN	chinon
chyval	NOUN	chilape
chyvalchant	VERB	chilable
chyvalchaunt	VERB	chilable
chyvals	NOUN	chilape
cí	PRON	ce
ciceron	NOUN	ciconter
cicestre	NOUN	cicerte
cicoignez	VERB	ciconier
ciecle	NOUN	cil
cíel	DET	cel
ciél	NOUN	cil
ciéls	NOUN	cil
ciergez	VERB	cirege
cieulx	DET	cil
cieux	NOUN	cil
cíl	DET	cel
cillenus	NOUN	cilleux
cillour	DET	cillor
cimitere	NOUN	cimettre
cinges	NOUN	cinge
cingïus	DET	cingion
ciprian	NOUN	chilipre
ciprien	NOUN	chilippe
ciprïens	NOUN	chipre
ciptad	VERB	ciptadte
ciptat	NOUN	cité
circa	VERB	circace
circonspection	NOUN	cricalon
circumcisiun	NOUN	crichaucieu
circuncis	ADJ	cicroncique
circuncizion	PROPN	cirnocion
cirecestre	NOUN	cercevalter
ciree	NOUN	cire
cireurgie	NOUN	cireus
ciricourt	PROPN	cirechort
ciseau	NOUN	ciseau
cisniaus	DET	chintas
cistérne	NOUN	cister
císternes	NOUN	chertement
cistérnes	NOUN	cestiz
cistiaux	DET	cistain
citacion	NOUN	citacier
cíte	DET	cist
citeain	NOUN	citain
citeains	ADJ	citain
cíted	ADJ	cettre
citéd	NOUN	cité
citedeins	ADJ	citain
citeit	NOUN	cité
citeiz	NOUN	cité
cítez	DET	cité
citéz	NOUN	cité
citheein	NOUN	civent
citheeins	ADJ	cicitane
citheron	PROPN	cintoche
citiaus	NOUN	citain
citiéd	NOUN	cidité
citoyen	NOUN	citoine
citoyens	NOUN	citoine
ciutat	VERB	cistate
civacherez	VERB	chevauchier
civili	NOUN	chilif
civilles	NOUN	cille
civitas	ADJ	civattie
cix	DET	cel
claies	NOUN	claie
claimme	VERB	clamer
claimmes	NOUN	clamer
